Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, GN scoring ,GN comments,CW scoring,Category_letters
sus_glo_3.5Mar_d305_m163,sustainable fashion,Global,3.5,Market Formation,Partial up to max PrivateEquityInvestment (2nd hand clothes),Partial up to max $ million,m1,0.30299,0.30299,2.3749,2054.8,14.504,1.0172e+07,0.48745,1999.2,-4729.7,0.86021,0.84856,17.011,7.5459,0.86021,0.85265,17.011,7.5458,0.36305,0.32862,36.312,23.823,40,15,2.2767e-05,3.4408e-08,2.2732e-05,15,0,10,0,1,1,0.48353,0,0,y,y,y,m,m,m,m,m,y,m,m,,,,m
sus_glo_3.5Mar_d306_m162,sustainable fashion,Global,3.5,Market Formation,cumulative PrivateEquityInvestment (sust fashion),cumulative $ million,m1,0.49298,0.32239,3.7124,2023.6,8.914,697.8,0.0010088,1984.1,-7396.2,0.9563,0.9531,16.317,10.808,0.95464,0.95248,16.623,10.62,0.38156,0.35211,61.382,40.073,45,39,0.52746,4.1076e-05,0.52742,39,0,38,0,0,1,0.74635,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_glo_3.5Mar_d307_m163,sustainable fashion,Global,3.5,Market Formation,Partial up to max PrivateEquityInvestment (sust fashion),Partial up to max $ million,m1,1.8921,1.892,0.72897,2027.7,2.3225,7.6539e+06,0.19349,2018.4,-1452.6,0.95864,0.95546,5.0195,2.0707,0.95864,0.95657,5.0195,2.0707,0.13434,0.09106,22.963,9.8987,43,18,2.1196e-05,3.7449e-09,2.1192e-05,37,0,36,0,0,1,0.12949,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,m
sus_glo_3.5Mar_d308_m162,sustainable fashion,Global,3.5,Market Formation,cumulative TotalFundraisingAmount (2nd hand clothes),cumulative $ million,m1,0.25602,0.25601,35.698,2064.6,17.165,1.068e+08,1.6624e-06,1940.4,-71147,0.95948,0.95652,145,66.223,0.95948,0.95755,145,66.224,0.4142,0.38631,551.34,372.73,45,20,2.9665e-05,3.7454e-09,2.9661e-05,20,1,19,0,0,1,0.75763,0,0,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_glo_3.5Mar_d309_m163,sustainable fashion,Global,3.5,Market Formation,Partial up to max TotalFundraisingAmount (2nd hand clothes),Partial up to max $ million,m1,4.3983,,8.4685,2024.2,0.99912,2.937e+05,,,-16878,0.90561,0.89853,83.852,31.206,,,,,0.15525,0.11404,250.85,115.91,44,19,0.0060869,1.1917e-06,0.0060857,19,0,14,0,1,1,0.036159,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,m
sus_glo_3.5Mar_d310_m162,sustainable fashion,Global,3.5,Market Formation,cumulative TotalFundraisingAmount (sust fashion),cumulative $ million,m1,4.4711,0.17627,67.062,2017.5,0.98285,3708.3,8.4201e-05,1922.5,-1.3365e+05,0.99489,0.99452,93.558,52.737,0.84362,0.83617,517.73,301.75,0.44255,0.416,977.5,816.75,45,39,1.0486,7.7294e-06,1.0486,39,0,38,0,0,1,0.87066,0,0,y,y,y,m,y,m,y,y,y,m,m,,,,m
sus_glo_3.5Mar_d311_m163,sustainable fashion,Global,3.5,Market Formation,Partial up to max TotalFundraisingAmount (sust fashion),Partial up to max $ million,m1,7.2978,,12.354,2018.1,0.60216,7872.3,,,-24611,0.99611,0.99578,29.594,7.7868,,,,,0.085795,0.035006,453.88,188.2,39,16,0.38183,3.641e-06,0.38183,33,0,32,0,0,1,0.0011316,0,0,y,y,y,m,m,m,m,y,m,m,m,,,,m
sus_glo_3.5Mar_d312_m160,sustainable fashion,Global,3.5,Market Formation,cumulative TotalFundraisingDeals (2nd hand clothes),cumulative # deals,m1,0.34308,0.15748,2.4842,2018.5,12.809,168.4,0.29502,1983.7,-4949.6,0.99903,0.99896,1.3222,0.79424,0.97066,0.96926,7.2903,5.2341,0.57458,0.55432,27.761,23.027,45,20,0.8551,0.0059382,0.84917,20,0,19,0,0,0,0.89521,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_glo_3.5Mar_d313_m161,sustainable fashion,Global,3.5,Market Formation,Partial up to max TotalFundraisingDeals (2nd hand clothes),Partial up to max # deals,m1,0.36369,0.027357,0.27702,2015.4,12.083,20.07,1549.6,1.58e+05,-551.57,0.92102,0.91444,1.2637,0.63669,-0.26735,-0.33585,5.0621,2.325,0.50572,0.479,3.1613,2.5217,40,15,0.89686,0.049826,0.84704,15,0,14,0,0,1,0.77366,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_glo_3.5Mar_d314_m160,sustainable fashion,Global,3.5,Market Formation,cumulative TotalFundraisingDeals (sust fashion),cumulative # deals,m1,0.27661,0.21145,3.292,2025,15.887,604.94,0.031773,1981.2,-6559.2,0.99452,0.99412,4.5359,2.7618,0.99183,0.99144,5.5393,2.5839,0.48655,0.4621,43.919,32.969,45,39,0.40996,0.0016531,0.40831,39,0,38,0,0,0,0.83983,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_glo_3.5Mar_d315_m161,sustainable fashion,Global,3.5,Market Formation,Partial up to max TotalFundraisingDeals (sust fashion),Partial up to max # deals,m1,0.27783,0.27783,0.508,2061.3,15.817,2.4839e+06,0.47607,2005.6,-1012,0.97127,0.96906,1.6457,0.86704,0.97127,0.96983,1.6457,0.86707,0.42168,0.39276,7.3828,5.0857,43,20,1.7714e-05,4.0259e-07,1.7311e-05,37,0,36,0,0,1,0.75086,0,1,y,y,y,m,m,m,y,m,y,m,m,,,,m
sus_glo_4.1Kso_d213_m100,sustainable fashion,Global,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m1,0.5673,0.15265,5.3158,2017.8,7.7463,102.43,0.093049,1977.3,-10670,0.95069,0.94199,7.9302,6.8035,0.8835,0.87056,12.19,9.2887,0.81236,0.79151,15.47,13.541,21,20,0.97627,0.018286,0.95799,21,2,19,0,0,1,0.90166,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_glo_4.1Kso_d239_m153,sustainable fashion,Global,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m1,0.36441,0.20985,5.1012,2019.9,12.059,152.21,0.052962,1985.6,-10239,0.94785,0.93742,7.3606,6.2335,0.93692,0.92904,8.0952,5.9584,0.75146,0.7204,16.069,14.169,19,18,0.65698,0.012306,0.64467,19,0,17,0,0,1,0.83635,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_2.3Rel_d096_m107,sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.10241,0.035703,2.4464e+06,2003.3,42.911,1.183e+08,0.47414,1482.6,-4.8414e+09,0.68449,0.65491,1.7591e+07,1.4138e+07,0.63022,0.60781,1.9044e+07,1.3917e+07,0.6585,0.6378,1.8302e+07,1.411e+07,36,36,1.0776,0.22929,0.84833,36,9,35,1,0,0,0.96194,0,0,m,y,y,y,y,y,y,y,y,m,y,2,,,m
sus_jap_2.3Rel_d111_m107,sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,-2.594e-07,0.0059321,2.8823e+05,7.5579e+05,-1.6941e+07,8.569e+07,5634.4,483.67,-5.3101e+08,-4.5279e-07,-0.09375,2.7508e+07,2.2215e+07,0.011424,-0.048489,2.735e+07,2.2306e+07,0.011848,-0.04804,2.7344e+07,2.2302e+07,36,36,1.3755,0.032402,1.3431,36,28,35,1,0,1,0.92324,0,0,n,y,y,y,y,y,y,y,m,n,m,4,,convert to cum.,m
sus_jap_3.5Mar_d077_m128,sustainable fashion,Japan,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.70291,0.2146,0.043215,2018.8,6.2518,3.0583,6.2995,2026.5,-86.138,0.97692,0.97523,0.13318,0.057027,0.91732,0.91338,0.25205,0.1379,0.40993,0.38183,0.67336,0.52293,45,8,0.98094,0.32698,0.65396,8,2,7,1,0,0,0.85366,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d129_m008,sustainable fashion,Japan,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,395.73,0.0016491,0.0068511,2016.2,0.011105,0.375,1554.9,1.5747e+05,-13.649,0.33036,0.28136,0.20412,0.083333,-0.071429,-0.12245,0.2582,0.066667,0.12724,0.085675,0.23304,0.13343,45,3,2.6667,2.6667,0,6,5,5,0,0,1,0,1,1,m,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d174_m011,sustainable fashion,Japan,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,0.29025,0.10112,0.0064559,2015.1,15.14,0.32026,4.8583,2050.6,-12.858,0.095034,0.028817,0.31069,0.11813,0.082692,0.03901,0.3128,0.12657,0.065904,0.021423,0.31565,0.14006,45,2,6.245,3.1225,3.1225,9,0,8,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n,,,,m
sus_jap_3.5Mar_d178_m027,sustainable fashion,Japan,3.5,Market Formation,PrivateEquityInvestment (sust fashion),$ million,m1,0.0516,0.0013975,0.0042439,2203.5,85.164,1667.9,1555,1.5746e+05,-8.4395,0.025428,-0.045882,0.30303,0.10963,-0.034059,-0.0833,0.31214,0.056649,0.032241,-0.013843,0.30196,0.1105,45,2,0.0012159,0.0003125,0.00090337,9,8,0,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d203_m027,sustainable fashion,Japan,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,0.0516,0.0013975,0.0042439,2203.5,85.164,1667.9,1555,1.5746e+05,-8.4395,0.025428,-0.045882,0.30303,0.10963,-0.034059,-0.0833,0.31214,0.056649,0.032241,-0.013843,0.30196,0.1105,45,2,0.0012159,0.0003125,0.00090337,9,8,0,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d207_m011,sustainable fashion,Japan,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,0.29025,0.10112,0.0064559,2015.1,15.14,0.32026,4.8583,2050.6,-12.858,0.095034,0.028817,0.31069,0.11813,0.082692,0.03901,0.3128,0.12657,0.065904,0.021423,0.31565,0.14006,45,2,6.245,3.1225,3.1225,9,0,8,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n,,,,m
sus_jap_3.5Mar_d294_m156,sustainable fashion,Japan,3.5,Market Formation,cumulative CumulativeStartups (sust fashion),cumulative cum. # companies,m1,0.57388,0.3132,0.1664,2021.9,7.6575,21.743,1.5928,2016.2,-331.74,0.99759,0.99742,0.1848,0.086534,0.98213,0.98128,0.50366,0.27464,0.329,0.29705,3.0863,2.172,45,8,0.78185,0.045991,0.73586,8,0,7,0,0,0,0.77304,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d295_m157,sustainable fashion,Japan,3.5,Market Formation,Partial up to max CumulativeStartups (sust fashion),Partial up to max cum. # companies,m1,0.84422,0.0040227,0.031712,2018.4,5.2054,2.7133,1554.4,1.5752e+05,-63.201,0.96259,0.95971,0.13253,0.055878,-0.1394,-0.19637,0.73136,0.25581,0.32991,0.29641,0.56086,0.40946,43,6,1.1057,0.36856,0.73711,6,0,5,0,0,0,0.73913,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d298_m158,sustainable fashion,Japan,3.5,Market Formation,cumulative NewStartups (sust fashion),cumulative # companies,m1,0.70291,0.2146,0.043215,2018.8,6.2518,3.0583,6.2995,2026.5,-86.138,0.97692,0.97523,0.13318,0.057027,0.91732,0.91338,0.25205,0.1379,0.40993,0.38183,0.67336,0.52293,45,8,0.98094,0.32698,0.65396,8,2,7,1,0,0,0.85366,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d299_m159,sustainable fashion,Japan,3.5,Market Formation,Partial up to max NewStartups (sust fashion),Partial up to max # companies,m1,13.328,,0.0040486,2017.5,0.32972,1076.2,,,-8.0648,1,1,2.6454e-07,4.3907e-08,,,,,0.076923,0.024176,0.15379,0.063925,38,1,0.00092923,0.00092923,0,1,0,0,0,0,,,1,1,y,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d302_m160,sustainable fashion,Japan,3.5,Market Formation,cumulative PrivateEquityDeals (sust fashion),cumulative # deals,m1,0.26489,0.17986,0.047694,2022.7,16.59,5.6067,8.3699,2028.8,-95.04,0.91397,0.90768,0.25908,0.13977,0.90583,0.90135,0.27106,0.16175,0.49173,0.46753,0.62974,0.46599,45,12,0.53507,0.17836,0.35672,12,3,11,1,0,1,0.84091,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d303_m161,sustainable fashion,Japan,3.5,Market Formation,Partial up to max PrivateEquityDeals (sust fashion),Partial up to max # deals,m1,15.315,9.2954,0.0086703,2021.4,0.28694,987.67,4.9913,2021.1,-17.273,0.79104,0.77455,0.1543,0.023813,0.79104,0.78033,0.1543,0.023814,0.096926,0.050615,0.32078,0.15604,42,2,0.002025,0.0010125,0.0010125,9,0,8,0,0,1,0,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d306_m162,sustainable fashion,Japan,3.5,Market Formation,cumulative PrivateEquityInvestment (sust fashion),cumulative $ million,m1,9.5673,0.0065423,0.058535,2012.8,0.45932,2.2175,1553.9,1.5757e+05,-116.6,0.98406,0.98289,0.12396,0.059004,-0.35756,-0.42221,1.144,0.58712,0.59945,0.58037,0.62141,0.54798,45,12,1.1496,0.91453,0.23505,12,3,11,1,0,0,0.90761,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d307_m163,sustainable fashion,Japan,3.5,Market Formation,Partial up to max PrivateEquityInvestment (sust fashion),Partial up to max $ million,m1,13.124,0.0019808,0.010225,2013.5,0.33484,836.26,1554.8,1.5747e+05,-20.355,1,1,6.9624e-07,1.2139e-07,-0.030303,-0.096774,0.34779,0.059646,0.085714,0.026728,0.32763,0.14335,34,1,0.0024251,0.0024251,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d310_m162,sustainable fashion,Japan,3.5,Market Formation,cumulative TotalFundraisingAmount (sust fashion),cumulative $ million,m1,9.5673,0.0065423,0.058535,2012.8,0.45932,2.2175,1553.9,1.5757e+05,-116.6,0.98406,0.98289,0.12396,0.059004,-0.35756,-0.42221,1.144,0.58712,0.59945,0.58037,0.62141,0.54798,45,12,1.1496,0.91453,0.23505,12,3,11,1,0,0,0.90761,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d311_m163,sustainable fashion,Japan,3.5,Market Formation,Partial up to max TotalFundraisingAmount (sust fashion),Partial up to max $ million,m1,13.124,0.0019808,0.010225,2013.5,0.33484,836.26,1554.8,1.5747e+05,-20.355,1,1,6.9624e-07,1.2139e-07,-0.030303,-0.096774,0.34779,0.059646,0.085714,0.026728,0.32763,0.14335,34,1,0.0024251,0.0024251,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_3.5Mar_d314_m160,sustainable fashion,Japan,3.5,Market Formation,cumulative TotalFundraisingDeals (sust fashion),cumulative # deals,m1,0.26489,0.17986,0.047694,2022.7,16.59,5.6067,8.3699,2028.8,-95.04,0.91397,0.90768,0.25908,0.13977,0.90583,0.90135,0.27106,0.16175,0.49173,0.46753,0.62974,0.46599,45,12,0.53507,0.17836,0.35672,12,3,11,1,0,1,0.84091,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_jap_3.5Mar_d315_m161,sustainable fashion,Japan,3.5,Market Formation,Partial up to max TotalFundraisingDeals (sust fashion),Partial up to max # deals,m1,15.315,9.2954,0.0086703,2021.4,0.28694,987.67,4.9913,2021.1,-17.273,0.79104,0.77455,0.1543,0.023813,0.79104,0.78033,0.1543,0.023814,0.096926,0.050615,0.32078,0.15604,42,2,0.002025,0.0010125,0.0010125,9,0,8,0,0,1,0,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,m
sus_jap_4.1Kso_d213_m100,sustainable fashion,Japan,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m1,4.6889,0.18735,3.0806,2019.9,0.93719,60.737,0.52786,1998.2,-6187.7,0.70705,0.65535,14.444,6.8884,0.55635,0.50706,17.775,12.618,0.48861,0.43179,19.084,14.046,21,7,1.6465,0.48046,1.166,10,2,7,1,1,1,0.7091,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,m
sus_jap_4.1Kso_d239_m153,sustainable fashion,Japan,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m1,0.55379,0.55376,3.1866,2040.4,7.9352,2.5674e+06,0.2822,2011.4,-6400.9,0.83461,0.80153,10.75,5.3655,0.83461,0.81393,10.75,5.3656,0.436,0.3655,19.851,14.684,19,5,3.8949e-05,1.1366e-05,2.7583e-05,8,0,5,0,1,1,0.46474,0,1,y,n,y,m,m,m,m,m,y,n,n,,,,m
sus_uki_2.3Rel_d096_m107,sustainable fashion,UK,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.33289,0.04652,1.7961e+07,2004.3,13.201,5.0118e+08,1.5586e-08,1202.2,-3.5748e+10,0.8943,0.88256,6.0064e+07,4.5354e+07,0.63568,0.60966,1.1151e+08,9.7822e+07,0.75611,0.73869,9.1236e+07,6.9071e+07,31,31,1.2216,0.10624,1.1154,31,10,30,1,0,0,0.96016,0,0,y,y,y,y,y,y,y,y,y,y,y,2,,,m
sus_uki_2.3Rel_d111_m107,sustainable fashion,UK,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,0.10657,0.10657,2.4913e+06,2120.7,41.236,3.2011e+12,6.3657e-07,1716.6,-4.9721e+09,0.83698,0.81886,1.107e+07,7.9481e+06,0.83698,0.82533,1.107e+07,7.948e+06,0.66057,0.63633,1.5973e+07,1.2749e+07,31,31,3.477e-05,1.488e-06,3.3282e-05,31,1,23,0,1,1,0.87589,0,0,y,y,y,m,y,m,y,m,y,m,m,2,,,m
sus_uki_3.5Mar_d077_m128,sustainable fashion,UK,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.12272,0.12272,0.50975,2107.9,35.807,9.1343e+05,9.8388,2014.7,-1014.5,0.95628,0.95308,1.6777,1.1746,0.95628,0.9542,1.6777,1.1745,0.68079,0.66559,4.5332,3.6873,45,34,3.0654e-05,1.0948e-06,2.9559e-05,34,1,33,0,0,0,0.90152,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_uki_3.5Mar_d129_m008,sustainable fashion,UK,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,1.8812,0.0056318,0.049144,2016.4,2.336,2.6025,1554.2,1.5755e+05,-97.763,0.37503,0.32931,1.1216,0.48611,-0.19235,-0.24912,1.5492,0.62222,0.20237,0.16439,1.2671,0.76115,45,13,3.0739,0.38424,2.6897,33,4,32,1,0,1,0.44444,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,m
sus_uki_3.5Mar_d174_m011,sustainable fashion,UK,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,1.7513,0.0074527,0.067984,2019.2,2.5092,4.6389,1553.7,1.5759e+05,-135.46,0.69839,0.67632,0.89799,0.33991,-0.15534,-0.21035,1.7575,0.64444,0.29158,0.25784,1.3762,0.89695,45,10,1.509,0.21557,1.2934,18,1,17,0,0,1,0.79856,0,1,m,y,y,m,m,m,y,y,m,m,m,,,,m
sus_uki_3.5Mar_d178_m027,sustainable fashion,UK,3.5,Market Formation,PrivateEquityInvestment (sust fashion),$ million,m1,38.605,0.15079,0.049501,2020,0.11383,3.8954,7.7067,2029.6,-98.623,0.58221,0.55164,0.90208,0.34685,0.36163,0.33123,1.1151,0.50853,0.21219,0.17468,1.2387,0.72292,45,10,1.7931,0.095302,1.6978,18,2,17,1,0,1,0.65967,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,m
sus_uki_3.5Mar_d203_m027,sustainable fashion,UK,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,24.168,0.0065113,0.058192,2020,0.18183,4.3048,1553.9,1.5757e+05,-115.9,0.58901,0.55894,0.96919,0.37691,-0.15713,-0.21223,1.6262,0.59926,0.2499,0.21418,1.3093,0.84194,45,12,1.6226,0.0027295,1.6199,18,2,6,1,1,1,0.72293,0,1,m,y,y,m,m,m,y,y,m,m,m,,,,m
sus_uki_3.5Mar_d207_m011,sustainable fashion,UK,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,1.3774,0.010174,0.096706,2018.8,3.1905,6.2762,1553.1,1.5765e+05,-192.67,0.74395,0.72521,1.09,0.45981,-0.18774,-0.2443,2.3476,0.93333,0.33995,0.30852,1.75,1.1872,45,13,1.434,0.15933,1.2747,19,3,18,1,0,1,0.82258,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,m
sus_uki_3.5Mar_d294_m156,sustainable fashion,UK,3.5,Market Formation,cumulative CumulativeStartups (sust fashion),cumulative cum. # companies,m1,0.11773,0.11773,4.6248,2118.1,37.327,1.7409e+07,0.024995,1945.2,-9206.3,0.99573,0.99542,4.579,3.987,0.99573,0.99553,4.579,3.987,0.73474,0.72211,36.089,29.007,45,34,1.5566e-05,5.744e-08,1.5509e-05,34,0,33,0,0,0,0.88704,0,0,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_uki_3.5Mar_d295_m157,sustainable fashion,UK,3.5,Market Formation,Partial up to max CumulativeStartups (sust fashion),Partial up to max cum. # companies,m1,0.13142,0.13142,0.47562,2112.2,33.438,3.5667e+06,8.0764,2013.3,-946.42,0.95344,0.94995,1.5946,1.1318,0.95344,0.95117,1.5946,1.1318,0.66791,0.65171,4.2587,3.3233,44,33,7.8504e-06,2.8037e-07,7.57e-06,33,0,32,0,0,0,0.88091,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_uki_3.5Mar_d298_m158,sustainable fashion,UK,3.5,Market Formation,cumulative NewStartups (sust fashion),cumulative # companies,m1,0.12272,0.12272,0.50975,2107.9,35.807,9.1343e+05,9.8388,2014.7,-1014.5,0.95628,0.95308,1.6777,1.1746,0.95628,0.9542,1.6777,1.1745,0.68079,0.66559,4.5332,3.6873,45,34,3.0654e-05,1.0948e-06,2.9559e-05,34,1,33,0,0,0,0.90152,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_uki_3.5Mar_d299_m159,sustainable fashion,UK,3.5,Market Formation,Partial up to max NewStartups (sust fashion),Partial up to max # companies,m1,1.422,0.0054292,0.046623,2026.4,3.0904,3.1263e+05,1554.1,1.5754e+05,-92.747,0.81435,0.79888,0.56988,0.262,-0.12897,-0.19,1.4053,0.475,0.16557,0.12047,1.2082,0.64918,40,10,2.5589e-05,3.1987e-06,2.2391e-05,29,0,28,0,0,1,0.1519,0,1,y,y,y,m,m,m,m,m,m,m,m,,,,m
sus_uki_3.5Mar_d302_m160,sustainable fashion,UK,3.5,Market Formation,cumulative PrivateEquityDeals (sust fashion),cumulative # deals,m1,0.35166,0.025842,0.35982,2024.1,12.496,64.085,0.183,2931.7,-717,0.97307,0.9711,1.1554,0.69654,-0.22718,-0.28562,7.7989,3.3556,0.44059,0.41395,5.2655,3.7982,45,19,0.45252,0.015604,0.43692,19,1,18,0,0,0,0.82097,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_uki_3.5Mar_d303_m161,sustainable fashion,UK,3.5,Market Formation,Partial up to max PrivateEquityDeals (sust fashion),Partial up to max # deals,m1,0.95524,0.44016,0.062368,2020.4,4.6003,8.7384,6.5524,2021.7,-124.26,0.94941,0.94551,0.32668,0.13851,0.934,0.9307,0.3731,0.17555,0.284,0.2482,1.2289,0.76503,43,9,0.80106,0.11444,0.68663,17,0,16,0,0,1,0.6699,0,1,y,y,y,m,m,m,m,y,m,m,m,,,,m
sus_uki_3.5Mar_d306_m162,sustainable fashion,UK,3.5,Market Formation,cumulative PrivateEquityInvestment (sust fashion),cumulative $ million,m1,0.26687,0.039625,0.28107,2028.4,16.467,101.3,-5.0153,4637.2,-560.04,0.95567,0.95242,1.1326,0.62948,-0.24481,-0.30409,6.0019,2.6617,0.46045,0.43476,3.9514,2.8967,45,19,0.21267,0.0036648,0.209,19,1,18,0,0,1,0.82664,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
sus_uki_3.5Mar_d307_m163,sustainable fashion,UK,3.5,Market Formation,Partial up to max PrivateEquityInvestment (sust fashion),Partial up to max $ million,m1,1.9912,1.9908,0.035756,2025.5,2.207,56766,4.7661e-05,2015,-71.222,0.89322,0.88479,0.36014,0.12315,0.89322,0.88774,0.36014,0.12315,0.15465,0.11129,1.0133,0.48475,42,8,0.00012305,6.5399e-06,0.00011651,16,0,15,0,0,1,0.12767,0,1,y,y,y,m,m,m,m,m,m,m,m,,,,m
sus_uki_3.5Mar_d310_m162,sustainable fashion,UK,3.5,Market Formation,cumulative TotalFundraisingAmount (sust fashion),cumulative $ million,m1,0.17491,0.038411,0.39483,2088.3,25.123,2.1606e+06,1547.2,1.5824e+05,-786.49,0.95177,0.94824,1.4987,0.96021,-0.33806,-0.40178,7.8942,3.968,0.56456,0.54383,4.5033,3.3667,45,19,1.2481e-05,1.7182e-07,1.2309e-05,19,1,18,0,0,1,0.84912,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,m
sus_uki_3.5Mar_d311_m163,sustainable fashion,UK,3.5,Market Formation,Partial up to max TotalFundraisingAmount (sust fashion),Partial up to max $ million,m1,1.3574,1.3573,0.041795,2027.8,3.2373,71490,6.3804,2020.9,-83.213,0.77481,0.75703,0.55895,0.18493,0.77481,0.76326,0.55895,0.18493,0.18498,0.14318,1.0634,0.58659,42,10,9.7706e-05,1.6436e-07,9.7541e-05,16,0,4,0,1,1,0.28512,0,1,y,y,y,m,m,m,m,m,m,m,m,,,,m
sus_uki_3.5Mar_d314_m160,sustainable fashion,UK,3.5,Market Formation,cumulative TotalFundraisingDeals (sust fashion),cumulative # deals,m1,0.25384,0.22581,0.54374,2029.5,17.312,228.66,0.40651,2003.1,-1083.4,0.97628,0.97455,1.5762,0.97057,0.97593,0.97479,1.5878,0.96667,0.47604,0.45109,7.4085,5.4633,45,19,0.18368,0.0043733,0.17931,19,0,18,0,0,1,0.82978,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,m
