,adjustment,cluster,indicator,spatial,i_ID,j_ID,i_innovation,j_innovation,i_metric,j_metric,i_description,j_description,t0,Dt,K,R_square,R_square_adj,R_square_weighted,time_lag,slope_ratio
3871,Original data,All,1.1,The Netherlands,The Netherlands - smartwatches - % penetration rate smartwatches - % penetration rate,"The Netherlands - reduced alcohol consumption - Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types - Per capita alcohol consumption (15+)",smartwatches,reduced alcohol consumption,% penetration rate,Per capita alcohol consumption (15+),% penetration rate smartwatches,"Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types",1962.4625110598313,12.371942203559174,8.249035099453693,0.0801369376970088,0.03894903938493466,0.16053080567066877,58.5,2.6012202863793483
3872,Original data,All,1.1,The Netherlands,The Netherlands - smartwatches - % penetration rate smartwatches - % penetration rate,The Netherlands - smartwatches - % penetration rate smartwatches - % penetration rate,smartwatches,smartwatches,% penetration rate,% penetration rate,% penetration rate smartwatches,% penetration rate smartwatches,2022.5298415019138,5.958150544119757,0.11810432090361143,0.9939650382746692,0.9903440612394707,0.9939650382746692,0.0,1.0
3873,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - active mobility - % trips by walking and biking - market share,smoking (quitting),active mobility,% of adults,market share,Share of adults who smoke,% trips by walking and biking,1912.7612874538577,-36.87771141144788,909530.4920872209,0.11519890722630599,-0.011201248884221693,0.0,,
3874,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,Amsterdam - active mobility - % trips by walking and biking EXCLUDING 1930 - market share,smoking (quitting),active mobility,% of adults,market share,Share of adults who smoke,% trips by walking and biking EXCLUDING 1930,1997.3948624666402,3.070176275850249,17.916756769990368,0.3136378464386237,0.14204730804827959,0.0,,
3875,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - e-bikes - e-bikes as a share of bikes sold - market share,smoking (quitting),e-bikes,% of adults,market share,Share of adults who smoke,e-bikes as a share of bikes sold,2006.9194090467258,-28.749357772381927,50.53335162495764,0.4180117023992552,0.272514627999069,0.0,,
3876,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - eating less meat - % red in total meat consumption - % kg/yr,smoking (quitting),eating less meat,% of adults,% kg/yr,Share of adults who smoke,% red in total meat consumption,1999.1323007556548,0.1730346390477921,7.069266538024415,0.14051829934075433,0.09528242035868872,0.0,,
3877,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - energy communities - share of population in energy communities - market share,smoking (quitting),energy communities,% of adults,market share,Share of adults who smoke,share of population in energy communities,1999.2671149902424,0.14346465596139077,6.6359052147526825,0.08901848203569795,0.023948373609676388,0.0,,
3878,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - organic food - Organic retail sales share [%] - %,smoking (quitting),organic food,% of adults,%,Share of adults who smoke,Organic retail sales share [%],1371.610608824537,-428.98462074838017,6657.9553203058895,0.0027541755067126417,-0.11691532343248179,0.0,,
3879,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,"The Netherlands - reduced alcohol consumption - Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types - Per capita alcohol consumption (15+)",smoking (quitting),reduced alcohol consumption,% of adults,Per capita alcohol consumption (15+),Share of adults who smoke,"Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types",1966.6745548653191,39.47137435452911,12.860171506534238,0.16590381454881142,0.12799035157375738,0.0,,
3880,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - smartwatches - % penetration rate smartwatches - % penetration rate,smoking (quitting),smartwatches,% of adults,% penetration rate,Share of adults who smoke,% penetration rate smartwatches,2013.6557442677333,-19.251846435848535,36.248408778679064,0.5896480734984493,0.49495147507501447,0.0,,
3881,Original data,All,1.1,The Netherlands,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,The Netherlands - smoking (quitting) - Share of adults who smoke - % of adults,smoking (quitting),smoking (quitting),% of adults,% of adults,Share of adults who smoke,Share of adults who smoke,,,,,,,,
3882,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,The Netherlands - active mobility - % trips by walking and biking - market share,teleworking/commuting,active mobility,Partial up to 2019 Percentage of total employment,market share,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),% trips by walking and biking,2028.4533622417691,113.23397700712532,0.36917667895553585,0.9059457538314862,0.8910950833838261,0.7009880469534511,15.899999999999864,0.3601493406016211
3883,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,Amsterdam - active mobility - % trips by walking and biking EXCLUDING 1930 - market share,teleworking/commuting,active mobility,Partial up to 2019 Percentage of total employment,market share,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),% trips by walking and biking EXCLUDING 1930,1968.6920356474686,5.179233528180433e-05,0.33135714285714285,0.0,-0.30000000000000004,0.0,53.0,0.02290331317143631
3884,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,The Netherlands - e-bikes - e-bikes as a share of bikes sold - market share,teleworking/commuting,e-bikes,Partial up to 2019 Percentage of total employment,market share,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),e-bikes as a share of bikes sold,2079.0990886411005,25.725994445178756,10903.474945684118,0.428542712927961,0.25710552680634924,0.05851843210081035,2.7999999999999545,0.13245275138352303
3885,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,The Netherlands - eating less meat - % red in total meat consumption - % kg/yr,teleworking/commuting,eating less meat,Partial up to 2019 Percentage of total employment,% kg/yr,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),% red in total meat consumption,797.4279655833492,-600.0249324387509,1857.052903394442,0.23671610485373606,0.19508243784575796,0.0,2528.24,
3886,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,The Netherlands - energy communities - share of population in energy communities - market share,teleworking/commuting,energy communities,Partial up to 2019 Percentage of total employment,market share,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),share of population in energy communities,2013.1302495405573,0.15414853437522266,0.053983940125224054,0.3101657080572575,0.2584281361615519,0.0,5.699999999999136,0.057820726120746624
3887,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,The Netherlands - organic food - Organic retail sales share [%] - %,teleworking/commuting,organic food,Partial up to 2019 Percentage of total employment,%,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),Organic retail sales share [%],2184.3486426183913,72.93015504301218,63348.44805731449,0.19098974301524907,0.08546666601723818,0.3292104005478579,9.600000000000364,0.1821118369104874
3888,Original data,All,1.1,The Netherlands,The Netherlands - teleworking/commuting - Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%) - Partial up to 2019 Percentage of total employment,"The Netherlands - reduced alcohol consumption - Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types - Per capita alcohol consumption (15+)",teleworking/commuting,reduced alcohol consumption,Partial up to 2019 Percentage of total employment,Per capita alcohol consumption (15+),Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),"Recorded per capita (more than 15 years old) alcohol consumption (in litres of pure alcohol), include all beverage types: beers, spirits, wine, other alcoholic beverage, and all types",1962.9164148177529,13.227296038639619,8.693390382190039,0.1367479884833741,0.09628305044353225,0.41085104647883475,58.299999999999955,0.08947591168794532
