Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,n_data_points,n_non_zero_data_points,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae, GN scoring ,GN comments,CW scoring,page,Code,Criterion,Counts, 
pas_glo_4.3Com_d210_m10,passive building retrofits,Global,4.3,Compatibility,cumulative # countries with passive buildings,# countries,m5,34,34,0.2946,0.061785,1.5977,2007.3,14.917,42.886,2.087,1971.6,-3185.3,0.98968,0.98865,1.6573,1.3611,0.8229,0.81147,6.8661,6.013,0.92298,0.91801,4.5281,3.7924, 1 ,,convert to cum.,423,pas_glo_4.3Com_d210_m10,,,
pas_glo_4.3Com_d2_m10,passive building retrofits,Global,4.3,Compatibility,# new countries with passive buildings,# countries,m5,34,17,-101.78,-0.0051331,-0.010237,2013.9,-0.043176,1.7826,2.3707,1875.7,21.756,0.29721,0.22693,1.2824,0.90537,0.0026023,-0.061746,1.5277,1.2818,0.0043104,-0.059928,1.5264,1.2819, 3 ,zeroes,convert to cum.,424,pas_glo_4.3Com_d2_m10,,,
pas_ire_1.1Ado_d63_m144,passive building retrofits,Ireland,1.1,Adoption over time,Building Energy Rating issuances,number of A1 rated buildings certificates,m5,14,13,6.2902,0.49854,226.94,2022,0.69862,3610.3,5.15E-11,1959.8,-4.57E+05,0.99354,0.99161,101.47,62.089,0.88115,0.85954,435.41,259.45,0.52469,0.43828,870.71,716.44, 1 ,,,425,pas_ire_1.1Ado_d63_m144,,,
pos_uki_1.1Ado_d131_m102,postage stamps,UK,1.1,Adoption over time,No. of letters posted via Royal Mail (excludes parcels),Letters per capita,s8,10,10,-0.070987,0.02698,1.4999,2686.3,-61.905,51.329,3.7903,1787.9,-2762.3,-4.34E-10,-0.5,41.934,37.496,0.93923,0.92187,10.337,9.3857,0.96112,0.95001,8.2688,6.639, 1 ,,,426,pos_uki_1.1Ado_d131_m102,,,
pos_uki_1.1Ado_d131_m93,postage stamps,UK,1.1,Adoption over time,No. of letters posted via Royal Mail (excludes parcels),Billion letters,s8,91,91,0.016874,0.016265,0.13337,2161,260.42,325.59,6.7713,1932.6,-249.73,0.92837,0.9259,1.3834,1.1026,0.92833,0.9267,1.3838,1.1041,0.85053,0.84713,1.9984,1.5536, 1 ,,,427,pos_uki_1.1Ado_d131_m93,,,
pos_uki_2.1Lea_d70_m109,postage stamps,UK,2.1,Learning,Costs of a standard letter,Nominal cost (uninflated),s8,172,172,0.086199,0.042184,0.13116,1991.2,50.981,40.816,5.7259,1964.4,-246.67,0.97579,0.97536,1.3975,1.2124,0.96282,0.96238,1.7319,1.2698,0.52562,0.52001,6.1866,5.0646, 1 ,,,428,pos_uki_2.1Lea_d70_m109,,,
pos_uki_2.2Rel_d126_m150,postage stamps,UK,2.2,Relative Advantage [Profitability]:,Net Revenue,£,s8,70,70,0.035952,0.024812,55582,1909.4,122.23,8.94E+06,7.746,1373.6,-1.02E+08,0.92416,0.92071,3.59E+05,2.80E+05,0.91862,0.91619,3.71E+05,2.98E+05,0.8926,0.88939,4.27E+05,3.14E+05, 1 ,,,429,pos_uki_2.2Rel_d126_m150,,,
pos_uki_4.2Kme_d104_m95,postage stamps,UK,4.2,Knowledge flows,"Frequency of the word ""postage stamp"" in ngram corpus",Frequency,s8,183,163,-0.61537,0.0067443,2.56E-11,1932.6,-7.1412,7.93E-10,4.7246,5098.2,-4.68E-08,-1.1807,-1.2172,3.40E-09,2.52E-09,0.2419,0.23348,2.01E-09,1.48E-09,0.344,0.33671,1.87E-09,1.25E-09, 4 ,,"partial, pre-peak",430,pos_uki_4.2Kme_d104_m95,,,
pos_uki_4.2Kme_d104_m99,postage stamps,UK,4.2,Knowledge flows,"Frequency of the word ""postage stamp"" in ngram corpus",Indexed to max,s8,183,163,-0.62578,0.0067436,0.0025654,2156.4,-7.0224,0.25895,7.3972,2433,-4.6948,-1.22E-09,-0.01676,0.23106,0.18471,0.2419,0.23348,0.20118,0.14885,0.344,0.33671,0.18714,0.12528, 4 ,,"partial, pre-peak",431,pos_uki_4.2Kme_d104_m99,,,
pos_uki_4.4Pro_d137_m24,postage stamps,UK,4.4,Provisioning System,Number of employees,# thousands (only in post offices since 1970),s8,41,41,0.035964,0.0055681,1069.8,1942.8,122.19,2.27E+05,773.74,1002.1,-1.94E+06,0.66096,0.63347,9181.2,7474.5,0.63688,0.61776,9501.7,7378.7,0.6445,0.62579,9401.4,7371.1, 1 ,,,432,pos_uki_4.4Pro_d137_m24,,,
pos_uki_4.4Pro_d137_m25,postage stamps,UK,4.4,Provisioning System,Number of employees,# thousands (total),s8,106,106,0.031747,0.015515,3706.2,1933.7,138.42,5.46E+05,0.39315,1074.2,-6.89E+06,0.9666,0.96562,25266,21714,0.93771,0.9365,34506,27029,0.9774,0.97696,20786,17569, 1 ,,,433,pos_uki_4.4Pro_d137_m25,,,
pos_uki_4.5Inf_d132_m23,postage stamps,UK,4.5,Physical Infrastructure Dependence,Number of Post offices,# thousands,s8,119,119,-0.20838,0.0017618,0.04027,2010.7,-21.089,20.532,8.7628,1471.4,-58.043,0.12918,0.10646,4.3127,3.3814,0.15463,0.14006,4.2492,3.6918,0.17801,0.16384,4.19,3.6327, 4 ,,"reversal, partial pre-peak",434,pos_uki_4.5Inf_d132_m23,,,
qui_bra_1.1Ado_d182_m58,Quitting smoking,Brazil,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,7,7,-0.032356,-0.031527,-0.54871,1896.7,-135.82,698.12,26.091,1997.1,1120.8,0.99882,0.99764,0.13445,0.092635,0.99882,0.99822,0.13472,0.096527,0.99219,0.98829,0.34599,0.32998, 1 ,,,435,qui_bra_1.1Ado_d182_m58,,,
qui_bra_2.2Rel_d9_m29,Quitting smoking,Brazil,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,6,6,-0.34912,-0.038162,-0.068,2023.3,-12.587,1.9621,3.5406,1997,138.82,0.74087,0.35218,0.15074,0.12566,0.57592,0.29319,0.19284,0.16541,0.61521,0.35868,0.18369,0.15733, 2 ,,,436,qui_bra_2.2Rel_d9_m29,,,
qui_bra_2.9Int_d66_m6,Quitting smoking,Brazil,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,33,33,-0.044431,-0.013523,-0.4372,2014.2,-98.906,46.715,47.538,1966.1,904.64,0.97243,0.96958,0.70186,0.53775,0.9595,0.9568,0.8507,0.64198,0.96975,0.96774,0.73523,0.54545, 1 ,,,437,qui_bra_2.9Int_d66_m6,,,
qui_chi_1.1Ado_d182_m58,Quitting smoking,China,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,7,7,-0.028395,-0.0022202,-0.058158,2097.5,-154.76,28.421,40.083,1818.4,143.1,0.98708,0.97415,0.047406,0.04088,0.98216,0.97324,0.055698,0.04045,0.98296,0.97444,0.054436,0.03928, 1 ,,,438,qui_chi_1.1Ado_d182_m58,,,
qui_chi_2.2Rel_d9_m29,Quitting smoking,China,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,6,6,-0.080373,-0.032993,-0.075571,2021.3,-54.676,3.909,5.3086,1991.2,154.71,0.97339,0.93347,0.042679,0.039953,0.96926,0.94877,0.045869,0.041074,0.97343,0.95572,0.042643,0.039429, 1 ,,,439,qui_chi_2.2Rel_d9_m29,,,
qui_chi_2.9Int_d66_m6,Quitting smoking,China,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,33,33,0.012288,0.011794,0.2247,2255.4,357.62,478.98,5.6955,1893.9,-429.4,0.96897,0.96576,0.38334,0.32957,0.96897,0.9669,0.38337,0.33026,0.96651,0.96428,0.39828,0.32121, 1 ,,,440,qui_chi_2.9Int_d66_m6,,,
qui_ind_1.1Ado_d182_m58,Quitting smoking,India,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,7,7,,-0.035318,-1.3512,,,,59.595,1997.4,2755.4,,,,,0.99881,0.99822,0.33272,0.26249,0.98862,0.98293,1.0305,0.96792, 1 ,,,441,qui_ind_1.1Ado_d182_m58,,,
qui_ind_2.2Rel_d9_m29,Quitting smoking,India,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,6,6,-2.2335,-0.0418,-0.58214,2021.8,-1.9675,13.503,18.409,2006.6,1186.2,0.971,0.9275,0.54575,0.34505,0.33267,-0.11222,2.618,2.2955,0.38494,-0.025096,2.5134,2.2089, 1 ,,,442,qui_ind_2.2Rel_d9_m29,,,
qui_ind_2.9Int_d66_m6,Quitting smoking,India,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,33,33,-0.086633,-0.011831,-0.13269,2017.7,-50.725,12.884,12.232,1985.1,275.66,0.93178,0.92473,0.35579,0.30875,0.8305,0.8192,0.56083,0.48267,0.86024,0.85092,0.50926,0.42513, 2 ,1 lo,,443,qui_ind_2.9Int_d66_m6,,,
qui_uki_1.1Ado_d182_m58,Quitting smoking,UK,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,7,7,-0.045891,-0.045612,-1.1067,1897.5,-95.758,4221.3,31.633,2004,2249.8,0.99901,0.99802,0.24917,0.1831,0.99901,0.99852,0.24923,0.18137,0.98514,0.97772,0.96606,0.90122, 1 ,,,444,qui_uki_1.1Ado_d182_m58,,,
qui_uki_2.2Rel_d9_m29,Quitting smoking,UK,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,6,6,0.15242,0.0039162,0.033857,2000.9,28.83,2.9103,1555.6,1.57E+05,-65.635,0.60473,0.011819,0.094915,0.074677,-309.28,-516.13,2.6593,2.655,0.58677,0.31129,0.097047,0.086286, 1 ,,,445,qui_uki_2.2Rel_d9_m29,,,
qui_uki_2.9Int_d66_m6,Quitting smoking,UK,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,33,33,-0.044202,-0.010397,-0.16644,2022.3,-99.416,20.967,24.404,1953.7,348.02,0.91167,0.90253,0.49681,0.44648,0.88738,0.87987,0.56097,0.48648,0.89892,0.89218,0.53145,0.46837, 1 ,,,446,qui_uki_2.9Int_d66_m6,,,
qui_usa_1.1Ado_d182_m58,Quitting smoking,USA,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,7,7,-0.022543,-0.019559,-0.54297,1926.2,-194.94,211.89,45.353,1985,1119.5,0.99799,0.99599,0.17323,0.13603,0.99793,0.9969,0.17586,0.13511,0.99611,0.99417,0.24107,0.22105, 1 ,,,447,qui_usa_1.1Ado_d182_m58,,,
qui_usa_2.2Rel_d9_m29,Quitting smoking,USA,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,6,6,-0.0035901,0.00052132,-0.004,322.86,-1224.1,494.48,1556,1.57E+05,9.1947,0.21186,-0.97035,0.026468,0.022838,-1428.1,-2380.8,1.1271,1.1267,0.21,-0.31667,0.026499,0.022889, 1 ,,,448,qui_usa_2.2Rel_d9_m29,,,
qui_usa_2.9Int_d66_m6,Quitting smoking,USA,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,33,33,-0.066187,-0.012183,-0.34255,2018.6,-66.395,34.447,44.62,1955.8,711.24,0.95165,0.94665,0.74663,0.58941,0.9032,0.89675,1.0564,0.82231,0.92271,0.91756,0.94398,0.75285, 1 ,,,449,qui_usa_2.9Int_d66_m6,,,
sol_cal_1.1Ado_d39_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,13,13,-0.0015065,0.051252,0.54076,12202,-2917,2.9651,1540.1,1.59E+05,-1087.2,-1.83E-10,-0.33333,8.9309,4.7592,-0.11023,-0.33227,9.4102,2.9651,0.051328,-0.13841,8.6987,4.6003, 2 ,1 hi pt,,450,sol_cal_1.1Ado_d39_m29,,,
sol_cal_1.1Ado_d40_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,13,13,-0.40372,-0.038162,-0.016033,2021.6,-10.885,0.43755,1.769,1974.4,32.687,0.40604,0.20805,0.088244,0.061624,0.23882,0.08658,0.099897,0.07548,0.2745,0.1294,0.097527,0.071828, 4 ,,"reversal, partial fit to pre-peak",451,sol_cal_1.1Ado_d40_m29,,,
sol_cal_1.1Ado_d41_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,13,13,-0.36305,-0.058774,-0.021126,2020,-12.104,0.42086,0.45029,2009.4,42.903,0.50712,0.34283,0.085821,0.05809,0.36605,0.23926,0.097331,0.071407,0.41815,0.30178,0.093246,0.064286, 4 ,,"reversal, partial fit to pre-peak",452,sol_cal_1.1Ado_d41_m29,,,
sol_cal_1.1Ado_d42_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,13,13,2.2665,0.00052108,-0.0046374,2010.1,1.9389,0.43064,1555.7,1.57E+05,9.7563,0.36474,0.15298,0.085111,0.071002,-14.554,-17.665,0.42115,0.40738,0.026403,-0.16832,0.10536,0.081138, 4 ,,"reversal, partial fit to pre-peak",453,sol_cal_1.1Ado_d42_m29,,,
sol_cal_1.1Ado_d43_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,13,13,1.6577,0.0016162,0.0070934,2010.6,2.6509,0.46935,1555.3,1.57E+05,-13.871,0.62134,0.49512,0.070558,0.057635,-13.988,-16.986,0.44391,0.42885,0.053579,-0.13571,0.11155,0.090978, 4 ,,"reversal, partial fit to pre-peak",454,sol_cal_1.1Ado_d43_m29,,,
sol_cal_1.1Ado_d44_m29,solar leasing,California,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,13,13,-0.34943,-0.063172,-0.02194,2019.6,-12.576,0.42136,0.85962,1999.1,44.532,0.47721,0.30294,0.093343,0.063753,0.35502,0.22603,0.10368,0.074551,0.40434,0.28521,0.099636,0.067985, 4 ,,"reversal, partial fit to pre-peak",455,sol_cal_1.1Ado_d44_m29,,,
sol_con_1.1Ado_d39_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,13,11,1.5651,0.006204,0.056242,2013.5,2.8078,0.69614,1553.8,1.58E+05,-112.9,0.86846,0.82461,0.10863,0.086907,-2.6264,-3.3516,0.57035,0.48538,0.49366,0.39239,0.21312,0.18208, 4 ,,"reversal, partial fit to pre-peak",456,sol_con_1.1Ado_d39_m29,,,
sol_con_1.1Ado_d40_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,13,11,1.7295,0.0058417,0.052335,2013.5,2.5409,0.65036,1553.9,1.58E+05,-105.06,0.85104,0.80138,0.11119,0.085631,-2.464,-3.1568,0.5362,0.45223,0.46199,0.35438,0.21132,0.18293, 4 ,,"reversal, partial fit to pre-peak",457,sol_con_1.1Ado_d40_m29,,,
sol_con_1.1Ado_d41_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,13,11,1.8188,0.0041522,0.034225,2013,2.4162,0.52564,1554.4,1.58E+05,-68.617,0.69734,0.59645,0.13779,0.10098,-2.3188,-2.9825,0.45627,0.38138,0.26143,0.11372,0.21524,0.1857, 4 ,,"reversal, partial fit to pre-peak",458,sol_con_1.1Ado_d41_m29,,,
sol_con_1.1Ado_d42_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,13,11,1.429,0.0072056,0.066984,2013.5,3.0751,0.7789,1553.5,1.58E+05,-134.5,0.92948,0.90597,0.085139,0.069392,-2.8411,-3.6093,0.62833,0.54038,0.61114,0.53337,0.19992,0.16751, 4 ,,"reversal, partial fit to pre-peak",459,sol_con_1.1Ado_d42_m29,,,
sol_con_1.1Ado_d43_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,13,13,1.8097,0.0019605,0.01083,2010.7,2.4283,0.51536,1555.2,1.57E+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352, 4 ,,"reversal, partial fit to pre-peak",460,sol_con_1.1Ado_d43_m29,,,
sol_con_1.1Ado_d44_m29,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,13,11,1.948,0.0046557,0.039588,2013,2.2558,0.53661,1554.3,1.58E+05,-79.421,0.81012,0.74683,0.1056,0.083274,-2.5684,-3.2821,0.45779,0.38838,0.37358,0.2483,0.19181,0.16624, 4 ,,"reversal, partial fit to pre-peak",461,sol_con_1.1Ado_d44_m29,,,
sol_mas_1.1Ado_d39_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,13,13,0.81532,0.0045736,0.038698,2012.4,5.3898,0.57759,1554.3,1.58E+05,-77.568,0.70264,0.60352,0.11121,0.081006,-4.7973,-5.9567,0.49105,0.44669,0.50405,0.40487,0.14362,0.097588, 2 ,,"reversal, partial fit to pre-peak",462,sol_mas_1.1Ado_d39_m29,,,
sol_mas_1.1Ado_d40_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,13,13,0.93933,0.0040471,0.033033,2012.2,4.6783,0.51548,1554.5,1.58E+05,-66.189,0.66146,0.54861,0.11034,0.074134,-4.5747,-5.6897,0.44776,0.40562,0.42477,0.30973,0.14383,0.10379, 2 ,,"reversal, partial fit to pre-peak",463,sol_mas_1.1Ado_d40_m29,,,
sol_mas_1.1Ado_d41_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,13,13,1.1189,0.053788,0.021148,2011.8,3.9276,0.3915,0.74038,2031.8,-42.314,0.51519,0.35358,0.11168,0.081867,0.19875,0.0385,0.14357,0.10316,0.24341,0.092089,0.13951,0.10403, 2 ,,"reversal, partial fit to pre-peak",464,sol_mas_1.1Ado_d41_m29,,,
sol_mas_1.1Ado_d42_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,13,13,0.87372,0.0053712,0.047242,2012.9,5.0296,0.6305,1554.1,1.58E+05,-94.772,0.7796,0.70614,0.10741,0.077143,-4.1816,-5.2179,0.52079,0.46785,0.59692,0.51631,0.14525,0.10152, 2 ,,"reversal, partial fit to pre-peak",465,sol_mas_1.1Ado_d42_m29,,,
sol_mas_1.1Ado_d43_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,13,13,0.79269,0.0059746,0.053758,2013.1,5.5437,0.73114,1553.9,1.58E+05,-107.84,0.80127,0.73503,0.11322,0.089063,-4.3919,-5.4702,0.58972,0.53223,0.62729,0.55274,0.15505,0.11408, 2 ,,"reversal, partial fit to pre-peak",466,sol_mas_1.1Ado_d43_m29,,,
sol_mas_1.1Ado_d44_m29,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,13,13,1.1201,0.0026462,0.017967,2011.7,3.9233,0.37315,1554.9,1.58E+05,-35.914,0.46106,0.28142,0.11572,0.082799,-3.7949,-4.7539,0.34517,0.30708,0.18188,0.018259,0.14258,0.10084, 3 ,,"reversal, partial fit to pre-peak",467,sol_mas_1.1Ado_d44_m29,,,
sol_new_1.1Ado_d39_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,13,13,3.1949,0.00052246,-0.0042527,2010.7,1.3755,0.73109,1555.8,1.57E+05,9.24,0.52498,0.36663,0.16505,0.14119,-7.7452,-9.4943,0.70818,0.66646,0.0044152,-0.1947,0.23894,0.19538, 4 ,,"reversal, partial fit to pre-peak",468,sol_new_1.1Ado_d39_m29,,,
sol_new_1.1Ado_d40_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,13,13,3.3974,0.00055877,-0.0039066,2010.8,1.2935,0.68913,1555.7,1.57E+05,8.4982,0.5044,0.3392,0.17083,0.14769,-6.5817,-8.098,0.66816,0.62254,0.0036285,-0.19565,0.24222,0.20152, 4 ,,"reversal, partial fit to pre-peak",469,sol_new_1.1Ado_d40_m29,,,
sol_new_1.1Ado_d41_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,13,13,42.409,0.00042985,-0.0053434,2011,0.10362,0.6305,1555.8,1.57E+05,11.331,0.47781,0.30375,0.18556,0.15815,-4.7294,-5.8753,0.61463,0.55842,0.0060624,-0.19273,0.256,0.21925, 4 ,,"reversal, partial fit to pre-peak",470,sol_new_1.1Ado_d41_m29,,,
sol_new_1.1Ado_d42_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,13,13,3.6704,0.0013186,0.0042967,2010.7,1.1973,0.78598,1555.5,1.57E+05,-7.9491,0.674,0.56533,0.13651,0.11465,-8.8959,-10.875,0.75209,0.71308,0.0045219,-0.19457,0.23854,0.19147, 4 ,,"reversal, partial fit to pre-peak",471,sol_new_1.1Ado_d42_m29,,,
sol_new_1.1Ado_d43_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,13,13,3.6705,0.001838,0.0098791,2010.6,1.1972,0.82886,1555.4,1.57E+05,-19.159,0.77166,0.69554,0.10999,0.088231,-10.811,-13.174,0.79107,0.75685,0.025789,-0.16905,0.22719,0.17296, 4 ,,"reversal, partial fit to pre-peak",472,sol_new_1.1Ado_d43_m29,,,
sol_new_1.1Ado_d44_m29,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,13,13,31.031,0.00039716,-0.0056978,2011,0.14161,0.62764,1555.8,1.57E+05,12.046,0.47004,0.29339,0.17863,0.15457,-5.1983,-6.438,0.61091,0.55946,0.0075486,-0.19094,0.24445,0.20675, 4 ,,"reversal, partial fit to pre-peak",473,sol_new_1.1Ado_d44_m29,,,
sol_usa_1.1Ado_d39_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,13,13,2.8092,0.00029441,-0.0070385,2010.2,1.5643,0.4392,1555.7,1.57E+05,14.603,0.37869,0.17159,0.098557,0.082369,-10.91,-13.292,0.43151,0.413,0.044363,-0.14676,0.12223,0.092408, 4 ,,"reversal, partial fit to pre-peak",474,sol_usa_1.1Ado_d39_m29,,,
sol_usa_1.1Ado_d40_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,13,13,4.1109,-0.024759,-0.011418,2010.1,1.069,0.40504,3.8107,1923.4,23.404,0.28277,0.043692,0.099964,0.084647,0.10991,-0.068107,0.11136,0.085242,0.13099,-0.04281,0.11003,0.081547, 4 ,,"reversal, partial fit to pre-peak",475,sol_usa_1.1Ado_d40_m29,,,
sol_usa_1.1Ado_d41_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,13,13,-0.46394,-0.039712,-0.015802,2021,-9.472,0.40451,1.6674,1975.2,32.19,0.4055,0.20733,0.092188,0.066683,0.20542,0.046498,0.10658,0.083814,0.24455,0.093462,0.10392,0.077926, 4 ,,"reversal, partial fit to pre-peak",476,sol_usa_1.1Ado_d41_m29,,,
sol_usa_1.1Ado_d42_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,13,13,2.2994,0.00097739,0.00028571,2010.4,1.9111,0.46773,1555.5,1.57E+05,-0.14223,0.51908,0.35877,0.085772,0.066068,-12.3,-14.96,0.45106,0.43377,7.47E-05,-0.19991,0.12368,0.09471, 4 ,,"reversal, partial fit to pre-peak",477,sol_usa_1.1Ado_d42_m29,,,
sol_usa_1.1Ado_d43_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,13,13,1.8097,0.0019605,0.01083,2010.7,2.4283,0.51536,1555.2,1.57E+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352, 4 ,,"reversal, partial fit to pre-peak",478,sol_usa_1.1Ado_d43_m29,,,
sol_usa_1.1Ado_d44_m29,solar leasing,USA,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,13,13,-0.42747,-0.044752,-0.017027,2020.8,-10.28,0.4,0.46927,2007.2,34.648,0.40355,0.20474,0.094297,0.067516,0.23062,0.076739,0.1071,0.082754,0.27227,0.12673,0.10416,0.076277, 4 ,,"reversal, partial fit to pre-peak",479,sol_usa_1.1Ado_d44_m29,,,
sus_glo_1.1Ado_d176_m39,Sustainable fashion,Global,1.1,Adoption over Time,Revenue share of the sustainable apparel market,% market share (sustainable apparel),m1,12,12,0.082861,0.082817,0.002714,2110.4,53.034,65.584,2.6326,2071.6,-5.4446,0.99875,0.99828,0.00033588,0.00029275,0.99875,0.99847,0.00033529,0.00029225,0.97452,0.96886,0.0015149,0.0013026, 1 ,,,480,sus_glo_1.1Ado_d176_m39,,,
sus_glo_1.1Ado_d205_m120,Sustainable fashion,Global,1.1,Adoption over Time,Value of the sustainable apparel market,billion USD,m1,5,5,0.22837,0.15509,30.9,2026.5,19.243,640.44,0.0015578,1947.3,-62311,0.99995,0.99981,0.30378,0.27899,0.99824,0.99649,1.8339,1.6542,0.99721,0.99442,2.3108,2.16, 1 ,,,481,sus_glo_1.1Ado_d205_m120,,,
sus_glo_3.3Leg_d178_m21,Sustainable fashion,Global,3.3,Risk & uncertainty (shared expectations),"Scientific publications on sustainability issues in the textile, apparel and fashion (TAF) industry",# publications,m1,18,15,0.83322,0.18812,1.9587,2016.7,5.2741,29.629,6.9182,2013.5,-3934,0.87163,0.84413,4.3421,2.6845,0.74389,0.70974,6.1332,4.5127,0.70309,0.66351,6.6037,5.4046, 2 ,,,482,sus_glo_3.3Leg_d178_m21,,,
sus_glo_3.5Mar_d128_m8,sustainable fashion,Global,3.5,Market Formation,NewStartups (2nd hand clothes),# companies,m1,45,19,0.88544,0.012644,0.12358,2011.4,4.963,4.834,1552.7,1.58E+05,-245.9,0.71965,0.69914,1.2411,0.55764,-0.4156,-0.48301,2.7889,1.5111,0.46885,0.44356,1.7083,1.2877, 4 ,,convert to cum.,483,sus_glo_3.5Mar_d128_m8,,,
sus_glo_3.5Mar_d130_m8,sustainable fashion,Global,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,45,27,0.41271,0.031631,0.3253,2011.5,10.648,13.1,1549,1.58E+05,-647.15,0.67587,0.65215,3.3667,1.933,-0.4781,-0.54848,7.1895,4.0889,0.51038,0.48706,4.1379,3.0335, 2 ,,convert to cum.,484,sus_glo_3.5Mar_d130_m8,,,
sus_glo_3.5Mar_d167_m11,sustainable fashion,Global,3.5,Market Formation,PrivateEquityDeals (2nd hand clothes),# deals,m1,45,20,0.72619,0.022978,0.23281,2012.6,6.0514,9.1902,1550.5,1.58E+05,-463.52,0.79027,0.77492,1.871,0.99556,-0.39127,-0.45752,4.8189,2.5556,0.54768,0.52614,2.7477,2.2067, 4 ,,convert to cum.,485,sus_glo_3.5Mar_d167_m11,,,
sus_glo_3.5Mar_d169_m11,sustainable fashion,Global,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,45,20,0.88274,0.043581,0.44875,2018.4,4.9782,27.83,1546,1.58E+05,-894.08,0.82677,0.81409,3.7339,1.6959,-0.23093,-0.28955,9.9532,4.3111,0.42203,0.39451,6.8202,4.9382, 2 ,,convert to cum.,486,sus_glo_3.5Mar_d169_m11,,,
