Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin,Innovation Name_clean,Spatial Scale_clean,Indicator Number_clean,Indicator Name_clean,Description_clean,Metric_clean, GN scoring ,GN comments,CW scoring
tel_ire_3.5Mar_d249_m163,teleworking,Ireland,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b6,371.33,0.31897,0.018474,2021.1,0.011834,1.906,0.00013382,1993.8,-36.828,0.93387,0.92903,0.12418,0.047368,0.74278,0.73054,0.24489,0.097652,0.24688,0.21102,0.41904,0.26647,45,8,1.1186,0.063047,1.0556,9,1,4,1,1,1,0.68706,0,1,y,y,y,m,m,m,m,y,m,m,m,teleworking,ireland,35,marketformation,partialuptomaxprivateequityinvestment,partialuptomaxmillion,,,
tel_ire_3.5Mar_d251_m163,teleworking,Ireland,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b6,0.41277,0.0031106,0.022184,2021.8,10.646,2.6181,1554.6,1.575e+05,-44.22,0.67514,0.65137,0.31168,0.12412,-0.12483,-0.1784,0.57996,0.19321,0.2776,0.2432,0.46478,0.31899,45,8,0.81438,0.045899,0.76848,9,1,4,1,1,1,0.56782,0,1,m,y,y,m,m,m,m,y,m,m,m,teleworking,ireland,35,marketformation,partialuptomaxtotalfundraisingamount,partialuptomaxmillion,,,
tel_ire_3.5Mar_d253_m161,teleworking,Ireland,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b6,1.3247,0.0044715,0.036505,2016.5,3.3173,2.0355,1554.3,1.5753e+05,-72.746,0.90158,0.8942,0.22949,0.074651,-0.18919,-0.2472,0.79772,0.31818,0.40155,0.37236,0.5659,0.42942,44,8,1.4738,0.49128,0.98256,8,1,7,1,0,1,0.78571,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,ireland,35,marketformation,partialuptomaxtotalfundraisingdeals,partialuptomax#deals,,,
tel_ire_3.5Mar_d171_m011,teleworking,Ireland,3.5,Market Formation,PrivateEquityDeals,# deals,b6,23.444,0.0030383,0.021476,2015.5,0.18745,1,1554.6,1.575e+05,-42.794,0.78261,0.7667,0.21082,0.044445,-0.19565,-0.25259,0.49441,0.2,0.38049,0.35099,0.35589,0.27537,45,8,2,1,1,9,2,8,1,0,1,0.63636,0,1,y,y,y,m,m,m,m,y,y,m,m,teleworking,ireland,35,marketformation,privateequitydeals,#deals,,,
tel_ire_3.5Mar_d175_m027,teleworking,Ireland,3.5,Market Formation,PrivateEquityInvestment,$ million,b6,371.33,0.31897,0.018474,2021.1,0.011834,1.906,0.00013382,1993.8,-36.828,0.93387,0.92903,0.12418,0.047368,0.74278,0.73054,0.24489,0.097652,0.24688,0.21102,0.41904,0.26647,45,8,1.1186,0.063047,1.0556,9,1,4,1,1,1,0.68706,0,1,y,y,y,m,m,m,m,y,m,m,m,teleworking,ireland,35,marketformation,privateequityinvestment,million,,,
tel_ire_3.5Mar_d200_m027,teleworking,Ireland,3.5,Market Formation,TotalFundraisingAmount,$ million,b6,0.41277,0.0031106,0.022184,2021.8,10.646,2.6181,1554.6,1.575e+05,-44.22,0.67514,0.65137,0.31168,0.12412,-0.12483,-0.1784,0.57996,0.19321,0.2776,0.2432,0.46478,0.31899,45,8,0.81438,0.045899,0.76848,9,1,4,1,1,1,0.56782,0,1,m,y,y,m,m,m,m,y,m,m,m,teleworking,ireland,35,marketformation,totalfundraisingamount,million,,,
tel_ire_3.5Mar_d204_m011,teleworking,Ireland,3.5,Market Formation,TotalFundraisingDeals,# deals,b6,1.5339,0.0044271,0.0361,2016.3,2.865,1.8531,1554.3,1.5753e+05,-71.939,0.86679,0.85704,0.26654,0.10122,-0.20833,-0.26587,0.80277,0.33333,0.41214,0.38415,0.55993,0.42107,45,9,1.6189,0.53962,1.0792,9,2,8,1,0,1,0.82759,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,ireland,35,marketformation,totalfundraisingdeals,#deals,,,
tel_ita_1.1Ado_d091_m117,teleworking,Italy,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.45146,0.0014163,0.0045152,2015.7,9.7339,0.070464,1555.2,1.575e+05,-9.0631,0.26481,-0.10278,0.023938,0.018353,-3.298,-4.526,0.057878,0.0507,0.21579,-0.0082692,0.024723,0.017432,10,10,1.7314,0.45413,1.2772,10,3,9,1,0,1,0.80728,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,italy,11,adoptionovertime,employedpersonsteleworkingasapercentageofthetotalemployment%,percentageoftotalemployment,,,
tel_ita_1.1Ado_d324_m183,teleworking,Italy,1.1,Adoption over time,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),Partial up to 2019 Percentage of total employment,b6,-0.063946,,0.0008,2502.1,-68.721,0.034333,,,-1.5789,-1.5987e-13,-1.5,0.0014907,0.0013333,,,,,0.84,0.73333,0.00059628,0.00053333,6,6,1.0485,0.93204,0.1165,6,1,5,1,0,0,0.83559,1,1,n,y,y,y,y,y,y,m,y,n,y,teleworking,italy,11,adoptionovertime,partialupto2019employedpersonsteleworkingasapercentageofthetotalemployment%,partialupto2019percentageoftotalemployment,,,
tel_ita_1.1Ado_d331_m185,teleworking,Italy,1.1,Adoption over time,teleworkers as a share of all employed persons,market share,b6,0.45146,0.0014163,0.0045152,2015.7,9.7339,0.070464,1555.2,1.575e+05,-9.0631,0.26481,-0.10278,0.023938,0.018353,-3.298,-4.526,0.057878,0.0507,0.21579,-0.0082692,0.024723,0.017432,10,10,1.7314,0.45413,1.2772,10,3,9,1,0,1,0.80728,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,italy,11,adoptionovertime,teleworkersasashareofallemployedpersons,marketshare,,,
tel_ita_3.2Adc_d098_m036,teleworking,Italy,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.55641,0.0015721,0.0061879,2016.7,7.8978,0.080381,1555.2,1.575e+05,-12.437,0.30064,-0.049041,0.030171,0.023446,-2.2155,-3.1342,0.064694,0.0537,0.24269,0.026319,0.031396,0.022599,10,10,1.779,0.36078,1.4183,10,3,9,1,0,1,0.77426,1,1,m,y,y,m,y,m,y,y,m,m,m,teleworking,italy,32,adoptercharacteristics,femaleemployeesteleworkingasa%oftotalfemaleemployment,%femaleteleworkersoftotalfemaleemployment,,,
tel_ita_3.2Adc_d117_m039,teleworking,Italy,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.4057,0.0012966,0.0032303,2014.6,10.832,0.062363,1555.3,1.5749e+05,-6.4721,0.22166,-0.16751,0.019553,0.014569,-4.7493,-6.3919,0.053142,0.0483,0.17526,-0.060385,0.020128,0.013743,10,10,1.7158,0.5452,1.1706,10,3,9,1,0,1,0.83152,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,italy,32,adoptercharacteristics,maleemployeesteleworkingasa%oftotalmaleemployment,%maleteleworkersoftotalmaleemployment,,,
tel_ita_3.5Mar_d242_m156,teleworking,Italy,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b6,0.3366,0.21701,0.49934,2022.2,13.056,60.065,0.047313,1992.7,-995.21,0.9966,0.99635,0.55799,0.29744,0.98754,0.98695,1.0675,0.6551,0.45966,0.43393,7.0312,5.3156,45,12,0.64929,0.033297,0.61599,12,0,11,0,0,0,0.8331,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,italy,35,marketformation,cumulativecumulativestartups,cumulativecum#companies,,,
tel_ita_3.5Mar_d244_m158,teleworking,Italy,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b6,0.32876,0.0097007,0.0917,2018.6,13.367,6.2829,1553.2,1.5764e+05,-182.72,0.93405,0.92923,0.41795,0.22519,-0.28356,-0.34468,1.8439,0.86667,0.53543,0.5133,1.1093,0.86494,45,12,0.79581,0.31832,0.47748,12,4,11,1,0,1,0.87582,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,italy,35,marketformation,cumulativenewstartups,cumulative#companies,,,
tel_ita_3.5Mar_d246_m160,teleworking,Italy,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b6,0.25175,0.25175,0.054677,2067,17.455,2.5249e+05,6.3152,2024.9,-108.97,0.97524,0.97342,0.17118,0.092411,0.97524,0.97406,0.17118,0.092411,0.42617,0.39884,0.82399,0.58259,45,11,1.9802e-05,3.9605e-06,1.5842e-05,11,0,10,0,0,0,0.76562,0,1,y,y,y,y,y,y,y,m,y,m,y,teleworking,italy,35,marketformation,cumulativeprivateequitydeals,cumulative#deals,,,
tel_ita_3.5Mar_d248_m162,teleworking,Italy,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b6,2.1397,1.1629,0.026755,2023.5,2.0538,8.8299,1.7926e-06,2011,-53.355,0.99996,0.99995,0.0068365,0.0014089,0.99607,0.99588,0.064734,0.019299,0.11319,0.070959,0.9726,0.45903,45,3,0.7541,0.042107,0.71199,3,0,2,0,0,1,0.32937,0,1,y,n,m,y,y,y,m,y,m,n,n,teleworking,italy,35,marketformation,cumulativeprivateequityinvestment,cumulativemillion,,,
tel_ita_3.5Mar_d074_m128,teleworking,Italy,3.5,Market Formation,CumulativeStartups,cum. # companies,b6,0.32876,0.0097007,0.0917,2018.6,13.367,6.2829,1553.2,1.5764e+05,-182.72,0.93405,0.92923,0.41795,0.22519,-0.28356,-0.34468,1.8439,0.86667,0.53543,0.5133,1.1093,0.86494,45,12,0.79581,0.31832,0.47748,12,4,11,1,0,1,0.87582,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,italy,35,marketformation,cumulativestartups,cum#companies,,,
tel_ita_3.5Mar_d250_m162,teleworking,Italy,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b6,7.3221,0.29785,0.21299,2019.8,0.60016,16.479,5.6666,2019.3,-424.62,0.9761,0.97435,0.78875,0.19339,0.87885,0.87308,1.7759,0.81239,0.29391,0.26029,4.2874,3.1631,45,5,1.2618,0.85776,0.40406,5,0,4,0,0,0,0.7508,0,1,y,n,y,y,y,y,y,y,m,n,n,teleworking,italy,35,marketformation,cumulativetotalfundraisingamount,cumulativemillion,,,
tel_ita_3.5Mar_d252_m160,teleworking,Italy,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b6,0.32313,0.25263,0.067852,2025.1,13.599,14.753,6.5626,2024.2,-135.24,0.97657,0.97486,0.21011,0.097831,0.97423,0.97301,0.22035,0.11972,0.41208,0.38408,1.0526,0.7795,45,11,0.40668,0.067781,0.3389,11,0,10,0,0,1,0.78218,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,italy,35,marketformation,cumulativetotalfundraisingdeals,cumulative#deals,,,
tel_ita_3.5Mar_d126_m008,teleworking,Italy,3.5,Market Formation,NewStartups,# companies,b6,162.19,0.0019446,0.010013,2012.1,0.027094,0.41667,1554.9,1.5748e+05,-19.935,0.12277,0.05858,0.49254,0.18519,-0.044643,-0.094388,0.53748,0.11111,0.061152,0.016445,0.50954,0.22834,45,2,7.2,4.8,2.4,8,0,7,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n,teleworking,italy,35,marketformation,newstartups,#companies,,,
tel_ita_3.5Mar_d243_m157,teleworking,Italy,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b6,0.22383,0.0074304,0.06758,2050.1,19.633,3405.9,1553.7,1.5759e+05,-134.62,0.89335,0.88493,0.40402,0.22384,-0.21333,-0.27556,1.3628,0.57143,0.43837,0.40956,0.92717,0.67294,42,9,0.0014681,0.00058722,0.00088083,9,1,8,1,0,1,0.75641,0,1,y,y,y,y,y,y,y,m,y,m,y,teleworking,italy,35,marketformation,partialuptomaxcumulativestartups,partialuptomaxcum#companies,,,
tel_ita_3.5Mar_d245_m159,teleworking,Italy,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b6,0.23416,0.0022862,0.013532,2027.3,18.767,5.069,1554.8,1.5748e+05,-26.952,0.16967,0.10412,0.49522,0.19234,-0.047985,-0.10173,0.55635,0.11905,0.091089,0.044478,0.51812,0.2541,42,2,0.59183,0.39456,0.19728,8,0,7,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n,teleworking,italy,35,marketformation,partialuptomaxnewstartups,partialuptomax#companies,,,
tel_ita_3.5Mar_d247_m161,teleworking,Italy,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b6,0.34675,0.0014064,0.0042471,2036.4,12.673,593.51,1554.9,1.5746e+05,-8.4558,0.22859,0.15627,0.14434,0.047416,-0.028571,-0.090909,0.16667,0.027778,0.072079,0.015842,0.1583,0.065587,36,1,0.0016849,0.0016849,0,1,0,0,0,0,,,1,1,n,n,m,m,m,m,m,m,m,n,n,teleworking,italy,35,marketformation,partialuptomaxprivateequitydeals,partialuptomax#deals,,,
tel_ita_3.5Mar_d249_m163,teleworking,Italy,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b6,2.1141,0.97498,0.018943,2023.2,2.0786,5.1626,5.869e-08,2005.4,-37.776,0.99989,0.99988,0.0072179,0.0015263,0.98933,0.98882,0.071704,0.022487,0.12565,0.084011,0.64898,0.32084,45,3,0.83649,0.072018,0.76447,3,0,2,0,0,1,0.40739,0,1,y,n,m,y,y,y,m,y,m,n,n,teleworking,italy,35,marketformation,partialuptomaxprivateequityinvestment,partialuptomaxmillion,,,
tel_ita_3.5Mar_d251_m163,teleworking,Italy,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b6,0.34773,0.0052657,0.04467,2036.5,12.637,1109.4,1554.1,1.5755e+05,-89.026,0.23186,0.17122,1.8887,0.5743,-0.02439,-0.076923,2.1811,0.33655,0.063127,0.015082,2.0859,0.80822,42,1,0.012741,0.012741,0,1,0,0,0,0,,,0,1,n,n,m,m,m,m,m,m,m,n,n,teleworking,italy,35,marketformation,partialuptomaxtotalfundraisingamount,partialuptomaxmillion,,,
tel_ita_3.5Mar_d253_m161,teleworking,Italy,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b6,137.45,0.0018098,0.0085082,2019.1,0.031972,1,1554.9,1.5747e+05,-16.949,0.37313,0.32364,0.26726,0.071429,-0.044776,-0.098354,0.34503,0.071429,0.093336,0.046841,0.32142,0.15484,42,2,2,1,1,7,0,6,0,0,1,0,0,1,m,n,m,m,m,m,m,y,m,n,n,teleworking,italy,35,marketformation,partialuptomaxtotalfundraisingdeals,partialuptomax#deals,,,
tel_ita_3.5Mar_d171_m011,teleworking,Italy,3.5,Market Formation,PrivateEquityDeals,# deals,b6,0.56638,0.0021645,0.012253,2021.6,7.7588,1.3549,1554.8,1.5748e+05,-24.419,0.58912,0.55906,0.20145,0.070199,-0.125,-0.17857,0.33333,0.11111,0.25639,0.22098,0.271,0.19596,45,5,0.73805,0.73805,0,11,10,10,0,0,1,0.4,1,1,m,m,y,m,m,m,m,m,m,m,m,teleworking,italy,35,marketformation,privateequitydeals,#deals,,,
tel_ita_3.5Mar_d175_m027,teleworking,Italy,3.5,Market Formation,PrivateEquityInvestment,$ million,b6,2.1141,0.97498,0.018943,2023.2,2.0786,5.1626,5.869e-08,2005.4,-37.776,0.99989,0.99988,0.0072179,0.0015263,0.98933,0.98882,0.071704,0.022487,0.12565,0.084011,0.64898,0.32084,45,3,0.83649,0.072018,0.76447,3,0,2,0,0,1,0.40739,0,1,y,n,m,y,y,y,m,y,m,n,n,teleworking,italy,35,marketformation,privateequityinvestment,million,,,
tel_ita_3.5Mar_d200_m027,teleworking,Italy,3.5,Market Formation,TotalFundraisingAmount,$ million,b6,246.94,0.0059887,0.052465,2019.2,0.017796,4.1588,1554,1.5756e+05,-104.57,0.36113,0.31438,1.7384,0.45049,-0.045141,-0.094909,2.2234,0.46208,0.098152,0.055207,2.0654,0.92227,45,4,3.3989,0.089401,3.3095,5,4,2,0,1,1,0.0415,0,1,m,n,m,m,y,m,m,y,m,n,n,teleworking,italy,35,marketformation,totalfundraisingamount,million,,,
tel_ita_3.5Mar_d204_m011,teleworking,Italy,3.5,Market Formation,TotalFundraisingDeals,# deals,b6,161.54,0.0023894,0.014625,2019.1,0.027204,1,1554.8,1.5749e+05,-29.145,0.58333,0.55285,0.2582,0.066667,-0.11111,-0.16402,0.42164,0.13333,0.22546,0.18858,0.35203,0.23475,45,5,2,1,1,11,4,10,1,0,1,0.25,0,1,m,m,y,m,m,m,m,y,m,m,m,teleworking,italy,35,marketformation,totalfundraisingdeals,#deals,,,
tel_net_1.1Ado_d091_m117,teleworking,The Netherlands,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.284,0.022521,0.003503,2009.9,15.473,0.16498,0.00046253,1762.3,-6.9225,0.23186,-0.15221,0.020371,0.01504,0.17893,-0.055663,0.021061,0.01444,0.18739,-0.04478,0.020952,0.014238,10,10,1.2365,0.76977,0.46671,10,2,0,1,0,0,0.91462,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,thenetherlands,11,adoptionovertime,employedpersonsteleworkingasapercentageofthetotalemployment%,percentageoftotalemployment,,,
tel_net_1.1Ado_d324_m183,teleworking,The Netherlands,1.1,Adoption over time,Partial up to 2019 Employed persons teleworking as a percentage of the total employment (%),Partial up to 2019 Percentage of total employment,b6,-0.42208,0.001161,0.0018571,2427.9,-10.411,0.1365,1555.3,1.5748e+05,-3.6084,-5.8686e-13,-1.5,0.0034034,0.0028333,-1608.5,-2681.6,0.13654,0.1365,0.86845,0.78075,0.0012344,0.001,6,6,1.033,0.95971,0.07326,6,0,5,0,0,0,0.83422,1,1,n,y,y,y,y,y,y,m,y,n,y,teleworking,thenetherlands,11,adoptionovertime,partialupto2019employedpersonsteleworkingasapercentageofthetotalemployment%,partialupto2019percentageoftotalemployment,,,
tel_net_1.1Ado_d331_m185,teleworking,The Netherlands,1.1,Adoption over time,teleworkers as a share of all employed persons,market share,b6,0.284,0.022521,0.003503,2009.9,15.473,0.16498,0.00046253,1762.3,-6.9225,0.23186,-0.15221,0.020371,0.01504,0.17893,-0.055663,0.021061,0.01444,0.18739,-0.04478,0.020952,0.014238,10,10,1.2365,0.76977,0.46671,10,2,0,1,0,0,0.91462,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,thenetherlands,11,adoptionovertime,teleworkersasashareofallemployedpersons,marketshare,,,
tel_net_3.2Adc_d098_m036,teleworking,The Netherlands,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.23749,0.040286,0.0057939,2012,18.503,0.17154,1.4125e-05,1790.7,-11.557,0.37113,0.056696,0.022531,0.016264,0.3288,0.13703,0.023277,0.015553,0.34308,0.15539,0.023028,0.015619,10,10,1.2067,0.66456,0.54214,10,2,9,1,0,0,0.90912,1,1,m,y,y,y,y,y,y,y,y,m,y,teleworking,thenetherlands,32,adoptercharacteristics,femaleemployeesteleworkingasa%oftotalfemaleemployment,%femaleteleworkersoftotalfemaleemployment,,,
tel_net_3.2Adc_d117_m039,teleworking,The Netherlands,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.40361,0.0086193,0.0014303,2009.1,10.888,0.16402,1.5632,2284.6,-2.7293,0.091703,-0.36245,0.019136,0.013832,0.039819,-0.23452,0.019675,0.013603,0.041863,-0.23189,0.019654,0.013577,10,10,1.2255,0.7804,0.44507,10,2,0,1,0,0,0.91708,1,1,n,y,y,y,y,y,y,y,m,n,m,teleworking,thenetherlands,32,adoptercharacteristics,maleemployeesteleworkingasa%oftotalmaleemployment,%maleteleworkersoftotalmaleemployment,,,
tel_net_3.5Mar_d242_m156,teleworking,The Netherlands,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b6,0.15098,0.12717,1.1643,2029,29.106,211.79,3.2691,1999.9,-2318.4,0.99736,0.99716,0.92814,0.74636,0.99581,0.99561,1.1694,0.98896,0.7013,0.68707,9.8684,8.2021,45,26,0.31635,0.0047216,0.31162,26,0,25,0,0,0,0.89052,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativecumulativestartups,cumulativecum#companies,,,
tel_net_3.5Mar_d244_m158,teleworking,The Netherlands,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b6,0.17385,0.013151,0.12872,2019.6,25.277,9.5019,1552.6,1.577e+05,-256.21,0.95584,0.95261,0.40993,0.29453,-0.58253,-0.65789,2.454,1.4889,0.7344,0.72175,1.0054,0.8568,45,26,0.63145,0.10524,0.52621,26,3,25,1,0,0,0.91882,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativenewstartups,cumulative#companies,,,
tel_net_3.5Mar_d246_m160,teleworking,The Netherlands,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b6,0.48208,0.2323,0.11212,2020.3,9.1155,10.191,6.916,2022.4,-223.49,0.9893,0.98852,0.23431,0.10874,0.96508,0.96342,0.42334,0.24176,0.41309,0.38514,1.7357,1.3282,45,9,0.88311,0.098123,0.78498,9,0,8,0,0,0,0.83212,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativeprivateequitydeals,cumulative#deals,,,
tel_net_3.5Mar_d248_m162,teleworking,The Netherlands,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b6,0.4911,0.40436,0.057533,2025.6,8.9481,22.968,6.3406,2023.6,-114.7,0.98307,0.98183,0.18167,0.069555,0.98201,0.98115,0.18728,0.079315,0.28637,0.25239,1.1795,0.74053,45,9,0.30641,0.0075653,0.29884,9,0,8,0,0,1,0.68863,0,1,y,y,y,y,y,y,m,y,m,m,m,teleworking,thenetherlands,35,marketformation,cumulativeprivateequityinvestment,cumulativemillion,,,
tel_net_3.5Mar_d074_m128,teleworking,The Netherlands,3.5,Market Formation,CumulativeStartups,cum. # companies,b6,0.17385,0.013151,0.12872,2019.6,25.277,9.5019,1552.6,1.577e+05,-256.21,0.95584,0.95261,0.40993,0.29453,-0.58253,-0.65789,2.454,1.4889,0.7344,0.72175,1.0054,0.8568,45,26,0.63145,0.10524,0.52621,26,3,25,1,0,0,0.91882,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativestartups,cum#companies,,,
tel_net_3.5Mar_d250_m162,teleworking,The Netherlands,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b6,0.44351,0.31904,0.083072,2023.8,9.9083,16.774,6.5766,2023,-165.61,0.98511,0.98402,0.22876,0.094984,0.9803,0.97937,0.26306,0.13987,0.33128,0.29943,1.5328,1.0678,45,9,0.51833,0.010359,0.50797,9,0,8,0,0,1,0.74838,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativetotalfundraisingamount,cumulativemillion,,,
tel_net_3.5Mar_d252_m160,teleworking,The Netherlands,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b6,0.5737,0.248,0.183,2020.3,7.6599,16.662,2.1914,2015.7,-364.8,0.99568,0.99536,0.2508,0.11586,0.96419,0.96248,0.72199,0.41844,0.38809,0.35895,2.9843,2.2553,45,9,0.90024,0.060016,0.84022,9,0,8,0,0,0,0.83442,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,cumulativetotalfundraisingdeals,cumulative#deals,,,
tel_net_3.5Mar_d126_m008,teleworking,The Netherlands,3.5,Market Formation,NewStartups,# companies,b6,97.035,0.001877,0.0093544,2012.2,0.045287,0.41667,1554.9,1.5747e+05,-18.594,0.17824,0.11811,0.3626,0.17037,-0.11111,-0.16402,0.42164,0.13333,0.092245,0.049018,0.3811,0.22705,45,5,4.8,2.4,2.4,23,6,22,1,0,1,0.125,0,1,n,m,y,m,m,m,m,y,m,n,m,teleworking,thenetherlands,35,marketformation,newstartups,#companies,,,
tel_net_3.5Mar_d243_m157,teleworking,The Netherlands,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b6,0.14252,0.012052,0.11688,2027.9,30.835,20.721,1552.8,1.5768e+05,-232.6,0.94738,0.94334,0.39676,0.2894,-0.54682,-0.62416,2.1513,1.2791,0.7032,0.68836,0.94233,0.7863,43,24,0.28956,0.04826,0.2413,24,1,23,0,0,0,0.88945,0,1,y,y,y,y,y,y,y,y,y,y,y,teleworking,thenetherlands,35,marketformation,partialuptomaxcumulativestartups,partialuptomaxcum#companies,,,
tel_net_3.5Mar_d245_m159,teleworking,The Netherlands,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b6,742.32,0.0021274,0.011854,2012.1,0.0059199,0.74996,1554.8,1.5747e+05,-23.576,0.32646,0.26523,0.31836,0.10811,-0.07767,-0.14106,0.40269,0.10811,0.10646,0.053894,0.36668,0.20568,37,3,2.6668,1.3334,1.3334,17,0,16,0,0,1,0,0,1,m,m,m,m,m,m,m,y,m,m,m,teleworking,thenetherlands,35,marketformation,partialuptomaxnewstartups,partialuptomax#companies,,,
tel_net_3.5Mar_d247_m161,teleworking,The Netherlands,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b6,21.228,0.0029422,0.020437,2015.5,0.20701,1,1554.6,1.575e+05,-40.723,0.76596,0.7484,0.2132,0.045456,-0.17021,-0.2273,0.47673,0.18182,0.34678,0.31491,0.35618,0.26988,44,7,2,1,1,8,1,7,1,0,1,0.6,0,1,y,y,y,m,m,m,m,y,y,m,m,teleworking,thenetherlands,35,marketformation,partialuptomaxprivateequitydeals,partialuptomax#deals,,,
tel_net_3.5Mar_d249_m163,teleworking,The Netherlands,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b6,371.33,0.31897,0.018474,2021.1,0.011834,1.906,0.00013382,1993.8,-36.828,0.93387,0.92903,0.12418,0.047368,0.74278,0.73054,0.24489,0.097652,0.24688,0.21102,0.41904,0.26647,45,8,1.1186,0.063047,1.0556,9,1,4,1,1,1,0.68706,0,1,y,y,y,m,m,m,m,y,m,m,m,teleworking,thenetherlands,35,marketformation,partialuptomaxprivateequityinvestment,partialuptomaxmillion,,,
tel_net_3.5Mar_d251_m163,teleworking,The Netherlands,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b6,0.41277,0.0031106,0.022184,2021.8,10.646,2.6181,1554.6,1.575e+05,-44.22,0.67514,0.65137,0.31168,0.12412,-0.12483,-0.1784,0.57996,0.19321,0.2776,0.2432,0.46478,0.31899,45,8,0.81438,0.045899,0.76848,9,1,4,1,1,1,0.56782,0,1,m,y,y,m,m,m,m,y,m,m,m,teleworking,thenetherlands,35,marketformation,partialuptomaxtotalfundraisingamount,partialuptomaxmillion,,,
