Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89,code_without_indicator_name
fir_glo_1.1Ado_d195_m063,firm esg reporting,global,1.1,Adoption over time,"Sustainability reporting by world's 250 largest companies by revenue (all standards, GRI, SASB, etc.)",% of companies,m13,0.26388,0.0034447,0.026831,2001.9,16.653,0.9715,1554.8,1.5751e+05,-53.17,0.97945,0.96918,0.031167,0.026025,-13.268,-17.345,0.8213,0.792,0.80341,0.74724,0.096406,0.083465,10,10,0.98816,0.36027,0.62789,24,1,9,0,0,0,0.91533,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,871,,,,,,,,1,1,0,0,0,0,delete,,fir_glo_1.1_d195_m063
fir_glo_1.1Ado_d212_m016,firm esg reporting,global,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.41225,0.17582,281.79,2010.9,10.66,4910.3,6.8681e-06,1899.9,-5.6411e+05,0.99478,0.99366,110.77,64.357,0.94854,0.94168,347.69,306.86,0.90984,0.89782,460.21,397.87,18,18,0.89852,0.0022402,0.89628,18,1,17,0,0,1,0.87899,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,2,0,0,,1,1,0,0,0,0,872,,,,,,,,1,1,0,0,0,0,delete,,fir_glo_1.1_d212_m016
fir_glo_3.3Leg_d235_m020,firm esg reporting,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m13,0.4276,0.36336,5.5069,2026.3,10.277,3385.6,9.6531e-06,1973.4,-10939,0.99389,0.99353,12.871,7.4911,0.99328,0.99302,13.496,7.4888,0.28193,0.25431,139.52,85.548,55,37,0.26702,0.00029537,0.26672,44,0,43,0,0,1,0.71084,0,0,y,y,y,y,y,y,y,y,m,y,m,,,,"good; only available global, apply to all EA regions",0,,,1,1,0,0,1,1,,1,1,0,0,1,1,873,,,,,,,,1,1,0,0,1,1,,,fir_glo_3.3_d235_m020
fir_glo_4.2Kme_d103_m098,firm esg reporting,global,4.2,Knowledge flows,"Frequency of the word ""GRI"" in a corpus (books, internet)",Frequency index to max=1,m13,-0.3441,-0.002909,-0.041241,2004.3,-12.771,1.1094,-1543.8,-1.527e+05,83.241,0.97137,0.96746,0.058392,0.048674,-1.129,-1.3141,0.5035,0.36666,0.80343,0.78634,0.15299,0.13686,26,26,0.90136,0.062207,0.83915,26,23,7,0,1,0,0.92647,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,,,,,,1,1,0,0,0,1,876,,,,,,,,1,1,0,0,0,1,,,fir_glo_4.2_d103_m098
fir_glo_4.2Kme_d284_m172,firm esg reporting,global,4.2,Knowledge flows,"Partial up to max Frequency of the word ""GRI"" in a corpus (books, internet)",Partial up to max Frequency index to max=1,m13,31.706,0.0020344,0.011848,1996.9,0.1386,0.98681,1555.2,1.5743e+05,-22.707,0.77835,,0.014231,0.011584,-1032.8,-3100.3,0.97188,0.97141,0.19205,-1.4239,0.02717,0.026979,4,4,1.0134,0.93759,0.075777,4,1,3,1,0,0,0.76297,1,1,y,n,y,y,y,y,y,m,m,n,n,,,,,0,,,,,,,,,,0,1,0,0,0,0,877,,,,,,,,0,1,0,0,0,0,delete,,fir_glo_4.2_d284_m172
fir_lam_1.1Ado_d212_m016,firm esg reporting,LatinAmericaCarib,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.50711,0.19578,57.404,2011.1,8.6657,758.76,0.00012778,1936,-1.1505e+05,0.97079,0.96282,44.328,33.603,0.90923,0.8941,78.14,71.529,0.91445,0.90019,75.857,60.382,15,15,0.99109,0.0065897,0.9845,15,1,14,0,0,1,0.86461,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,2,0,0,,1,1,0,1,0,0,878,,,,,,,,1,1,0,0,0,0,delete,,fir_lam_1.1_d212_m016
fir_nam_1.1Ado_d212_m016,firm esg reporting,North America,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.32091,0.32089,56.752,2053.5,13.694,1.9867e+08,1.8255e-06,1952.7,-1.1369e+05,0.81114,0.76756,155.24,96.139,0.81114,0.78416,155.24,96.139,0.60579,0.54947,224.28,144.51,17,17,7.6408e-06,2.5167e-08,7.6157e-06,17,0,16,0,0,1,0.48871,0,0,y,y,y,y,y,y,m,m,y,m,m,2,1 high pt,,* error in fit,0,,,0,1,0,2,0,0,,1,1,0,1,0,0,879,check,,,,,,,1,1,0,0,0,0,delete,,fir_nam_1.1_d212_m016
fir_oce_1.1Ado_d212_m016,firm esg reporting,Oceania,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.98282,0.14987,15.769,2009.6,4.4713,159.33,0.013574,1952.3,-31609,0.94495,0.9266,15.013,11.487,0.73485,0.68182,32.947,28.093,0.85037,0.82044,24.75,19.621,13,13,1.0168,0.031382,0.9854,13,5,12,1,0,1,0.89396,0,0,y,y,y,y,y,y,y,y,y,y,y,3,,"ok, use",,0,,,1,1,0,2,0,0,,1,1,0,1,0,0,880,,,,,,,,1,1,0,0,0,0,delete,,fir_oce_1.1_d212_m016
foo_glo_1.1Ado_d106_m136,food waste reduction,Global,1.1,Adoption over time,"Global edible food waste per capita, total",kg/capita,m3,0.059404,0.059402,5.2424,2198,73.976,4.5673e+06,0.16291,1909.3,-10474,0.79884,0.64798,10.484,8.6769,0.79884,0.71838,10.484,8.6768,0.74183,0.63856,11.878,10.233,8,8,2.8901e-05,1.5042e-05,1.386e-05,13,0,2,0,1,0,0.79469,0,0,y,y,y,y,y,y,y,m,y,m,y,2,,,*needs sign reversal * negative slope = LED innovation,0,,,0,1,0,2,0,0,,0,1,0,1,0,0,881,,,,,,,,0,1,0,0,0,0,delete,,foo_glo_1.1_d106_m136
low_ger_1.1Ado_d169_m142,low-carbon long distance travel,Germany,1.1,Adoption over Time,Passengers carried in railways,million passenger-km,b4,0.050692,0.011034,906.21,1982.6,86.69,1.0493e+05,55.652,1347.7,-1.7382e+06,0.45066,0.37576,7568.6,4304.4,0.43735,0.38842,7659.8,4026,0.44299,0.39455,7621.3,4088.5,26,26,0.97234,0.56059,0.41175,26,1,0,0,0,0,0.96981,0,0,m,y,y,y,y,y,y,y,y,m,y,1,covid,,,0,,,1,1,2,2,0,0,,1,1,0,0,0,0,889,,,,,,,,1,1,0,0,0,0,delete,,low_ger_1.1_d169_m142
low_ger_4.5Inf_d232_m120,low-carbon long distance travel,Germany,4.5,Physical Infrastructure dependence,rail infrastructure,Total route-km,b4,-0.0074787,-0.007478,-262.09,770.47,-587.59,3.716e+08,65368,1926.5,5.619e+05,0.84081,0.80897,1052.5,846.06,0.84081,0.82091,1052.5,846.06,0.82777,0.80624,1094.7,870.48,19,19,0.00011227,8.9699e-05,2.2567e-05,27,18,6,0,1,0,0.94058,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,,,,1,,,,,,1,1,0,0,1,1,893,,,,,,,,1,1,0,0,1,1,,,low_ger_4.5_d232_m120
mic_ban_2.1Lea_d154_m028,microfinance,Bangladesh,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.14802,-0.046797,-0.009463,2012.8,-29.688,0.31273,1.0128,1973,19.205,0.18682,0.034348,0.11664,0.064464,0.16832,0.070479,0.11796,0.061251,0.17795,0.081242,0.11728,0.062689,20,20,2.2609,0.38111,1.8798,20,16,0,1,0,1,0.73408,1,1,n,y,y,y,y,y,y,y,m,n,m,2,,,* negative consistent with LED innovation,0,,,1,1,0,0,0,1,,1,1,0,0,0,1,899,,,,,,,,1,1,0,0,0,1,,,mic_ban_2.1_d154_m028
mic_ban_2.7Gra_d054_m028,microfinance,Bangladesh,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.00067652,0.00096837,-0.00013323,-2654.5,-6495.7,5.7158,1555.3,1.5745e+05,0.50142,0.00012026,-0.19986,0.071299,0.062078,-10.748,-12.216,0.24439,0.23376,0.00010474,-0.12488,0.0713,0.062084,19,19,0.0638,0.021984,0.041816,19,16,18,1,0,1,0.90149,1,1,n,y,y,y,y,y,y,m,m,n,m,3,,"reversal, use partial pre-peak",,0,,,0,1,0,0,0,1,,0,1,0,0,0,1,900,,,,,,,,0,1,0,0,0,1,,,mic_ban_2.7_d054_m028
mic_ban_3.2Adc_d068_m028,microfinance,Bangladesh,3.2,Adopter Characteristics,Clients below poverty line,%,m10,0.07621,0.065657,963.61,2044.3,57.662,88070,0.013312,1811.5,-1.9325e+06,0.01019,-0.36099,24687,13775,0.0096756,-0.2104,24693,13766,0.017971,-0.20026,24590,13473,12,12,1.0215,0.00015329,1.0214,12,4,0,1,0,1,0.018315,0,0,n,y,y,m,m,m,m,y,m,n,m,2,1 pt high,,* error in data,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,901,,,,,,,,0,0,0,0,0,0,delete,,mic_ban_3.2_d068_m028
mic_ban_3.2Adc_d097_m028,microfinance,Bangladesh,3.2,Adopter characteristics,Female borrowers,%,m10,0.60378,0.0022069,0.0020528,1996.9,7.2782,0.92033,3.2293,2585.6,-3.2194,0.534,0.44662,0.028784,0.021874,0.076736,-0.031883,0.040516,0.031104,0.078808,-0.029567,0.040471,0.031075,20,20,1.0335,0.85317,0.18035,20,12,18,1,0,0,0.95514,1,1,m,y,y,y,y,y,y,m,m,m,m,2,,,,0,,prefer,1,1,0,0,0,1,,0,1,0,0,0,1,902,check,,,,,,,1,1,0,0,0,1,,,mic_ban_3.2_d097_m028
mic_glo_3.3Leg_d235_m020,microfinance,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m10,0.26566,0.10864,82.995,2014.7,16.542,5561.9,0.0030976,1890.4,-1.6474e+05,0.99121,0.9907,154.95,93.435,0.94981,0.94787,370.38,291.48,0.63512,0.62109,998.62,836.32,55,39,0.96927,0.00017979,0.96909,46,0,45,0,0,1,0.92392,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,"good; only available global, apply to all EA regions",0,,,1,1,0,0,1,1,,1,1,0,0,1,1,905,,,,,,,,1,1,0,0,1,1,,,mic_glo_3.3_d235_m020
mic_ind_2.1Lea_d154_m028,microfinance,India,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.097127,-0.00066289,-0.017487,1897.3,-45.244,10069,-1544.6,-1.5263e+05,35.354,0.70764,0.64917,0.06543,0.046892,-2.8549,-3.3368,0.23759,0.20446,0.62651,0.57982,0.073954,0.061483,19,19,4.5827e-05,1.0721e-05,3.5106e-05,19,18,1,0,0,1,0.78088,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,* negative consistent with LED innovation,0,,,1,1,0,0,1,1,,1,1,0,0,1,1,929,,,,,,,,1,1,0,0,1,1,,,mic_ind_2.1_d154_m028
mic_ind_2.7Gra_d054_m028,microfinance,India,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.037251,0.00046574,-0.0055212,1737.9,-117.97,3834.6,1555.4,1.5744e+05,11.253,0.58088,0.49706,0.026787,0.022851,-15.145,-17.163,0.16625,0.16102,0.53415,0.47592,0.028241,0.024435,19,19,6.5464e-05,2.9569e-05,3.5895e-05,19,16,5,1,1,0,0.92516,1,1,m,y,y,y,y,y,y,m,y,m,y,2,,,,0,,,1,1,0,0,1,1,,1,1,0,0,1,1,930,,,,,,,,1,1,0,0,1,1,,,mic_ind_2.7_d054_m028
mic_ind_3.2Adc_d068_m028,microfinance,India,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.2515,-0.034055,-0.020676,2021.4,-17.473,0.70751,0.31905,2031.9,42.233,0.31513,0.0583,0.106,0.073694,0.30745,0.15356,0.1066,0.079598,0.31049,0.15726,0.10636,0.078444,12,12,1.3145,0.65017,0.6643,12,11,10,0,0,1,0.85051,1,1,m,y,y,y,y,y,y,y,y,m,y,4,,"reversal, use partial pre-peak",,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,931,,,,,,,,1,1,0,0,0,0,delete,,mic_ind_3.2_d068_m028
mic_ind_3.2Adc_d097_m028,microfinance,India,3.2,Adopter Characteristics,Female borrowers,%,m10,0.047257,0.0064388,0.0060352,1970.3,92.991,1.0844,4.5471,2255.4,-11.194,0.8591,0.83268,0.014153,0.011371,0.84905,0.83129,0.014649,0.011502,0.85194,0.83452,0.014508,0.011491,20,20,0.91502,0.79004,0.12497,20,1,16,0,1,0,0.95029,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,,,1,1,0,0,1,1,,1,1,0,0,1,1,932,,,,,,,,1,1,0,0,1,1,,,mic_ind_3.2_d097_m028
mic_nig_1.1Ado_d286_m174,microfinance,Nigeria,1.1,Adoption over time,Partial up to max Number of active borrowers,Partial up to max No.,m10,51.805,0.31676,1.5188e+05,2008,0.084826,1.9143e+06,4.0555e-14,1867.5,-3.0402e+08,0.57635,0.39478,5.6406e+05,3.4207e+05,0.35759,0.19699,6.9459e+05,4.1984e+05,0.30714,0.13393,7.2135e+05,4.9992e+05,11,11,1.6559,0.0096464,1.6463,11,1,7,0,1,1,0.33537,0,0,m,y,y,m,y,m,m,y,y,m,m,,,,,0,,transformed-marketshare,0,1,0,2,0,0,,1,1,0,0,0,0,956,check,,,,,,,1,1,0,0,0,0,delete,,mic_nig_1.1_d286_m174
mic_nig_2.1Lea_d154_m028,microfinance,Nigeria,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.070794,-0.070792,-2.8565,1852.7,-62.074,2.7937e+06,88.156,1999.1,5786,0.47256,0.36707,17.75,12.407,0.47256,0.40663,17.75,12.407,0.40976,0.33598,18.777,12.753,19,19,4.8325e-05,9.169e-06,3.9156e-05,19,18,2,0,1,1,0.69964,0,0,m,y,y,y,y,y,m,m,y,m,m,2,,,* negative consistent with LED innovation,0,,,1,1,0,0,0,1,,1,1,0,0,0,1,958,,,,,,,,1,1,0,0,0,1,,,mic_nig_2.1_d154_m028
mic_nig_2.7Gra_d054_m028,microfinance,Nigeria,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,0.41159,0.050106,2.6136,2301.3,10.677,463.63,1.1883,1938.8,-5209.7,-0.99373,-1.3925,58.113,41.028,0.096723,-0.016187,39.116,22.719,0.12098,0.011104,38.587,21.682,19,19,0.43536,0.01949,0.41587,19,3,14,1,1,1,0.49919,0,0,n,y,y,m,m,m,m,y,m,n,m,4,,"reversal, use partial pre-peak",,0,,,1,1,0,0,0,1,,1,1,0,0,0,1,959,,,,,,,,1,1,0,0,0,1,,,mic_nig_2.7_d054_m028
mic_nig_3.2Adc_d068_m028,microfinance,Nigeria,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.45956,-0.020618,-0.0092266,2019.7,-9.5623,0.46733,1.6006,1948.7,18.999,0.15412,-0.69176,0.086057,0.071051,0.10624,-0.34065,0.088459,0.077713,0.11033,-0.3345,0.088256,0.077549,7,7,1.1341,0.53496,0.59915,10,4,2,1,1,1,0.82717,1,1,n,y,y,y,y,y,y,y,m,n,m,3,,"reversal, use partial pre-peak",,0,,,1,1,0,0,0,0,,1,1,0,0,0,0,960,,,,,,,,1,1,0,0,0,0,delete,,mic_nig_3.2_d068_m028
mic_nig_3.2Adc_d097_m028,microfinance,Nigeria,3.2,Adopter Characteristics,Female borrowers,%,m10,-0.018644,-0.00027019,-0.012788,1575.7,-235.71,2234,-1544.5,-1.5264e+05,26.389,0.45519,0.34623,0.077193,0.059172,-44.361,-50.031,0.70437,0.69656,0.44858,0.37966,0.07766,0.059295,19,19,0.00040688,0.00022925,0.00017763,19,18,7,0,1,0,0.92972,1,1,m,y,y,y,y,y,y,m,y,m,y,2,,,,0,,,1,1,0,0,0,1,,1,1,0,0,0,1,961,,,,,,,,1,1,0,0,0,1,,,mic_nig_3.2_d097_m028
non_glo_1.1Ado_d119_m119,non-cash transactions,Global,1.1,Adoption over time,Market size of payments worldwide (also by world region),Total payments revenue (trillion $),s9,0.05318,0.053179,0.078638,2218,82.633,74092,5.3468,2038.7,-156.88,0.93429,0.92021,0.11009,0.079115,0.93429,0.92553,0.11009,0.079114,0.90244,0.88943,0.13414,0.10636,18,18,3.3742e-05,1.2147e-05,2.1595e-05,18,0,17,0,0,0,0.91718,0,1,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,,,1,1,0,0,0,0,,,,,,,,982,,,,,,,,1,1,0,0,0,0,delete,,non_glo_1.1_d119_m119
non_glo_1.1Ado_d135_m113,non-cash transactions,Global,1.1,Adoption over time,Number of digital payments worldwide (also by world region),Number (billion) of cashless transactions,s9,0.14478,0.14478,97.965,2106.9,30.353,2.5156e+08,0.00013235,1911.7,-1.9698e+05,0.9971,0.99586,17.136,14.294,0.9971,0.99638,17.136,14.294,0.94764,0.93455,72.819,64.157,11,11,5.3069e-06,1.2367e-06,4.0702e-06,11,0,10,0,0,0,0.85072,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,,,1,1,0,2,0,0,,,,,,,,983,,,,,,,,1,1,0,0,0,0,delete,,non_glo_1.1_d135_m113
non_swe_1.1Ado_d170_m041,non-cash transactions,Sweden,1.1,Adoption over time,Percentage of people who paid cash for their last in-store purchase,% most recent in-store purchase in cash,s9,-0.1361,-0.0012093,-0.023454,1935.4,-32.288,10244,-1544.5,-1.5266e+05,47.492,0.97251,0.95189,0.018215,0.014167,-2.913,-4.4782,0.21731,0.1875,0.88242,0.83539,0.037669,0.034568,8,8,3.8072e-05,7.8096e-06,3.0262e-05,14,7,1,0,0,0,0.75569,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,,,1,1,0,0,0,0,,,,,,,,993,,,,,,,,1,1,0,0,0,0,delete,,non_swe_1.1_d170_m041
non_uki_1.1Ado_d229_m032,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payment methods to all payment methods (point of sale),% cash payments as total number of PoS payments,s9,-0.48593,-0.15568,-0.027,2020.9,-9.0433,0.27773,0.18098,2019.1,54.704,0.67932,0.19829,0.037385,0.031259,0.61894,0.36489,0.040753,0.030505,0.65048,0.41746,0.03903,0.032,6,6,0.97218,0.36007,0.61211,7,4,1,1,1,1,0.76218,1,1,m,y,y,y,y,y,y,y,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,997,,,,,,,,1,1,0,0,0,0,delete,,non_uki_1.1_d229_m032
non_uki_1.1Ado_d230_m033,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payments to all payment types (in store PoS),% cash payments as total number of in-store PoS payments,s9,-0.12968,-0.056555,-0.017994,2010.8,-33.887,0.60499,2.3239,1973.7,36.484,0.99267,0.99145,0.0097935,0.0082165,0.96514,0.96148,0.02136,0.016616,0.99556,0.99509,0.0076239,0.0066159,22,22,0.83473,0.18017,0.65456,22,21,0,0,0,0,0.94182,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,998,,,,,,,,1,1,0,0,0,0,delete,,non_uki_1.1_d230_m033
non_uki_1.1Ado_d231_m034,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payments to all payment types (total numbers),% cash payments of total number of payments,s9,-0.31988,-0.0024734,-0.036731,2017.7,-13.738,0.60898,-1544,-1.5271e+05,74.41,0.99245,0.99039,0.014025,0.011462,-5.0122,-6.0142,0.39573,0.36132,0.96684,0.96131,0.029391,0.025887,15,15,0.93895,0.20571,0.73324,15,14,0,0,0,0,0.92301,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,999,,,,,,,,1,1,0,0,0,0,delete,,non_uki_1.1_d231_m034
non_usa_1.1Ado_d190_m031,non-cash transactions,US,1.1,Adoption over time,Share of payment instrument use for all payments,% cash payments as % of all payments,s9,-0.13854,-0.0012108,-0.023473,2011.5,-31.719,0.9141,-1544.5,-1.5268e+05,47.635,0.93706,0.88985,0.013997,0.010635,-17.214,-24.5,0.23812,0.23149,0.92925,0.90095,0.01484,0.011051,8,8,0.33976,0.17523,0.16453,8,7,0,0,0,0,0.85654,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1007,,,,,,,,1,1,0,0,0,0,delete,,non_usa_1.1_d190_m031
non_usa_3.2Adc_d189_m081,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $100,000 – $149,999)",s9,-0.15379,-0.00021056,-0.012896,1950.7,-28.575,3361.1,-1544.9,-1.5263e+05,26.134,0.80614,0.66074,0.015036,0.011405,-7.034,-10.248,0.096798,0.090573,0.74862,0.64807,0.017122,0.013704,8,8,4.4628e-05,1.3686e-05,3.0942e-05,8,7,3,0,1,1,0.78503,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1012,,,,,,,,1,1,0,0,0,0,delete,,non_usa_3.2_d189_m081
non_usa_3.2Adc_d189_m082,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $25,000 – $49,999)",s9,-0.098356,-0.098352,-0.0099516,1916.1,-44.679,2705.2,1.0957,1995.5,20.204,0.76807,0.59412,0.012864,0.010657,0.76807,0.6753,0.012864,0.010657,0.72865,0.62011,0.013915,0.012058,8,8,5.397e-05,2.7975e-05,2.5994e-05,8,7,1,0,1,0,0.82727,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1013,,,,,,,,1,1,0,0,0,0,delete,,non_usa_3.2_d189_m082
non_usa_3.2Adc_d189_m083,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $50,000 – $74,999)",s9,-0.11018,-0.11007,-0.0099508,1955.4,-39.885,104.36,1.411,1994.4,20.188,0.82128,0.68723,0.010754,0.0089184,0.82128,0.74979,0.010754,0.0089183,0.80335,0.72469,0.011281,0.0096973,8,8,0.0012553,0.00062285,0.00063243,8,7,3,0,1,0,0.83432,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1014,,,,,,,,1,1,0,0,0,0,delete,,non_usa_3.2_d189_m083
non_usa_3.2Adc_d189_m084,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $75,000 – $99,999)",s9,-0.14726,-0.020994,-0.011879,1944.8,-29.842,5055.2,-1152.1,-5.8938e+05,24.08,0.79193,0.63588,0.014663,0.011956,-7.7183,-11.206,0.094917,0.089308,0.71697,0.60376,0.017102,0.014085,8,8,2.7695e-05,9.6931e-06,1.8001e-05,8,7,3,0,1,0,0.81025,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,,0,,,1,1,0,0,0,0,,,,,,,,1015,,,,,,,,1,1,0,0,0,0,delete,,non_usa_3.2_d189_m084
org_aus_1.1Ado_d160_m152,organic food consumption,Austria,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.1287,0.087699,11.328,2020.5,34.145,503.74,0.063093,1925.8,-22651,0.98645,0.98431,8.8864,7.7508,0.97869,0.97656,11.145,9.8434,0.96857,0.96543,13.535,10.624,23,23,0.54421,0.055684,0.48853,23,0,21,0,0,0,0.92257,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,0,0,0,,,,,,,,1020,,,,,,,,1,1,0,0,0,0,delete,,org_aus_2.2_d160_m152
org_aus_1.1Ado_d163_m140,organic food consumption,Austria,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.12714,0.093474,102.88,2023,34.564,5348.6,0.0034579,1877.1,-2.0577e+05,0.98853,0.98671,74.618,65.209,0.98343,0.98177,89.674,79.069,0.95972,0.95569,139.81,109.97,23,23,0.46666,0.042067,0.42459,23,0,22,0,0,0,0.91677,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,,,1,1,0,2,0,0,,,,,,,,1021,,,,,,,,1,1,0,0,0,0,delete,,org_aus_1.1_d163_m140
org_aus_2.2Rel_d046_m148,organic food consumption,Austria,2.2,Relative Advantage (Profitability),All qualities MILK price,price (€c/kg),b2,0.018599,0.018598,0.61495,2547.3,236.28,7.5537e+05,5.1168,1907.4,-1201.1,0.71103,0.67769,3.471,2.8001,0.71103,0.68963,3.471,2.8001,0.67952,0.65579,3.6553,2.9007,30,30,6.8298e-05,3.6148e-05,3.2151e-05,30,1,29,0,0,0,0.95211,0,1,y,y,y,y,y,y,y,m,y,m,y,2,,,,0,,,1,1,0,0,0,0,,,,,,,,1024,,,,,,,,1,1,0,0,0,0,delete,,org_aus_2.2_d046_m148
org_aus_2.2Rel_d069_m149,organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional EGGS price,sales price (€/100 pieces),b2,0.029166,0.029165,0.30308,2367.4,150.67,3.4808e+05,8.0062,2001.2,-598.59,0.85113,0.83083,0.96597,0.73058,0.85113,0.83818,0.96596,0.73058,0.82439,0.80912,1.0491,0.75998,26,26,5.0621e-05,2.0628e-05,2.9994e-05,26,0,24,0,0,0,0.93638,0,1,y,y,y,y,y,y,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1025,,,,,,,,1,1,0,0,0,0,delete,,org_aus_2.2_d069_m149
org_aus_2.2Rel_d070_m148,organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional MILK price,price (€c/kg),b2,0.016061,0.01606,0.51388,2619.3,273.61,5.9506e+05,5.7528,1900.4,-999.13,0.60623,0.56079,3.6663,2.9236,0.60623,0.57706,3.6663,2.9236,0.57955,0.5484,3.7885,2.9783,30,30,8.3268e-05,4.5886e-05,3.7382e-05,30,1,29,0,0,0,0.95129,0,1,m,y,y,y,y,y,y,m,y,m,y,2,,,* need to create new variable = Conventional:Organic price ratio,0,,,1,1,0,0,0,0,,,,,,,,1026,,,,,,,,1,1,0,0,0,0,delete,,org_aus_2.2_d070_m148
