Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
pos_uki_2.1Lea_d71_m112,postage stamps,UK,2.1,Learning,Costs of a standard letter,Nominal cost (uninflated),s8,0.086201,0.042184,0.13116,1991.2,50.979,40.816,5.7259,1964.4,-246.67,0.97579,0.97536,1.3975,1.2124,0.96282,0.96238,1.7319,1.2698,0.52562,0.52001,6.1866,5.0646,172,172,0.95552,0.0245,0.93102,172,0,171,0,0,0,0.95929,0,1,y,y,y,y,y,y,y,y,y,y,y
pos_uki_2.2Rel_d125_m151,postage stamps,UK,2.2,Relative Advantage [Profitability]:,Net Revenue,£,s8,0.035951,0.024812,55582,1909.4,122.23,8.9394e+06,7.746,1373.6,-1.0195e+08,0.92416,0.92071,3.5858e+05,2.7998e+05,0.91862,0.91619,3.7145e+05,2.9755e+05,0.8926,0.88939,4.2671e+05,3.1379e+05,70,70,0.60699,0.05602,0.55097,75,1,67,0,0,1,0.96264,0,0,y,y,y,y,y,y,y,y,y,y,y
pos_uki_4.1Kso_d213_m100,postage stamps,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s8,0.017821,0.017811,0.34612,2477.5,246.59,1.1915e+05,5.2013,1914.1,-666.02,0.008697,-0.16624,28.284,23.722,0.0086984,-0.10145,28.284,23.722,0.0054431,-0.10506,28.331,23.57,21,20,0.00083925,1.4886e-05,0.00082436,20,0,4,0,1,1,0.5863,0,1,n,y,y,m,m,m,m,m,m,n,m
pos_uki_4.2Kme_d104_m102,postage stamps,UK,4.2,Knowledge flows,"Frequency of the word ""postage stamp"" in ngram corpus",Indexed to max,s8,0.11317,0.0067436,0.0025654,1916,38.829,0.42932,7.3972,2433,-4.6948,0.58711,0.58019,0.14847,0.096997,0.2419,0.23348,0.20118,0.14885,0.344,0.33671,0.18714,0.12528,183,163,2.3292,0.0124,2.3168,163,70,151,1,0,1,0.99615,1,1,m,y,y,y,y,y,y,y,y,m,y
pos_uki_4.2Kme_d104_m97,postage stamps,UK,4.2,Knowledge flows,"Frequency of the word ""postage stamp"" in ngram corpus",Frequency,s8,0.0032434,0.0067443,2.558e-11,2544.1,1354.9,2.0739e-08,4.7246,5098.2,-4.6812e-08,0.15581,0.14166,2.1168e-09,1.6165e-09,0.2419,0.23348,2.006e-09,1.4842e-09,0.344,0.33671,1.866e-09,1.2492e-09,183,163,0.4808,0.0025596,0.47824,163,70,151,1,0,1,0.99615,1,1,n,y,y,y,y,y,y,y,y,n,y
pos_uki_4.4Pro_d136_m23,postage stamps,UK,4.4,Provisioning System,Number of employees,# thousands (only in post offices since 1970),s8,0.035973,0.0055681,1069.8,1942.8,122.16,2.2669e+05,773.74,1002.1,-1.9392e+06,0.66096,0.63347,9181.2,7474.6,0.63688,0.61776,9501.7,7378.7,0.6445,0.62579,9401.4,7371.1,41,41,0.98509,0.7247,0.26038,41,7,40,1,0,0,0.97894,0,0,m,y,y,y,y,y,y,y,y,m,y
pos_uki_4.4Pro_d136_m24,postage stamps,UK,4.4,Provisioning System,Number of employees,# thousands (total),s8,0.031747,0.015515,3706.2,1933.7,138.42,5.4577e+05,0.39315,1074.2,-6.8894e+06,0.9666,0.96562,25266,21714,0.93771,0.9365,34506,27029,0.9774,0.97696,20786,17569,106,106,0.83561,0.043481,0.79213,125,6,105,0,0,0,0.98606,0,0,y,y,y,y,y,y,y,y,y,y,y
pos_uki_4.5Inf_d131_m22,postage stamps,UK,4.5,Physical Infrastructure Dependence,Number of Post offices,# thousands,s8,0.063971,0.0017618,0.04027,1863.1,68.695,22.185,8.7628,1471.4,-58.043,0.58534,0.57452,2.976,2.3653,0.15463,0.14006,4.2492,3.6918,0.17801,0.16384,4.19,3.6327,119,119,1.1294,0.44954,0.67988,157,46,118,1,0,0,0.99744,0,1,m,y,y,y,y,y,y,y,m,m,m
qui_bra_1.1Ado_d186_m59,quitting smoking,Brazil,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.032356,-0.031527,-0.54871,1896.7,-135.81,697.64,26.091,1997.1,1120.8,0.99882,0.99764,0.13445,0.092636,0.99882,0.99822,0.13472,0.096527,0.99219,0.98829,0.34599,0.32998,7,7,0.034115,0.018348,0.015767,21,6,0,0,0,0,0.81182,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_bra_2.2Rel_d9_m28,quitting smoking,Brazil,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,-0.34907,-0.038162,-0.068,2023.3,-12.589,1.9622,3.5406,1997,138.82,0.74087,0.35218,0.15074,0.12565,0.57592,0.29319,0.19284,0.16541,0.61521,0.35868,0.18369,0.15733,6,6,1.0397,0.62177,0.41791,11,3,0,1,0,0,0.85474,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_bra_2.9Int_d67_m6,quitting smoking,Brazil,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,-0.044431,-0.013523,-0.4372,2014.2,-98.905,46.715,47.538,1966.1,904.64,0.97243,0.96958,0.70186,0.53775,0.9595,0.9568,0.8507,0.64198,0.96975,0.96774,0.73523,0.54545,33,33,0.8477,0.48807,0.35963,33,32,0,0,0,0,0.96944,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_bra_4.1Kso_d213_m100,quitting smoking,Brazil,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s7,0.64361,0.1295,5.3194,2015.9,6.8278,84.679,0.15592,1973.8,-10678,0.89301,0.87413,11.757,7.5927,0.74927,0.72141,17.998,14.214,0.80308,0.7812,15.95,12.296,21,13,1.1809,0.14762,1.0333,14,5,11,1,1,1,0.86036,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_chi_1.1Ado_d186_m59,quitting smoking,China,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.028395,-0.0022202,-0.058158,2097.5,-154.76,28.421,40.083,1818.4,143.1,0.98708,0.97415,0.047406,0.04088,0.98216,0.97324,0.055698,0.04045,0.98296,0.97444,0.054436,0.03928,7,7,0.93946,0.90075,0.038704,21,6,0,0,0,0,0.85606,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_chi_2.2Rel_d9_m28,quitting smoking,China,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,-0.080373,-0.032993,-0.075571,2021.3,-54.676,3.9091,5.3086,1991.2,154.71,0.97339,0.93347,0.042679,0.039953,0.96926,0.94877,0.045869,0.041074,0.97343,0.95572,0.042643,0.039429,6,6,0.68303,0.47838,0.20465,11,5,0,0,0,0,0.82949,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_chi_2.9Int_d67_m6,quitting smoking,China,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,0.012286,0.011794,0.2247,2255.8,357.69,481.01,5.6955,1893.9,-429.4,0.96897,0.96576,0.38334,0.32957,0.96897,0.9669,0.38337,0.33026,0.96651,0.96428,0.39828,0.32121,33,33,0.046361,0.032224,0.014137,33,2,32,0,0,0,0.96967,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_chi_4.1Kso_d213_m100,quitting smoking,China,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s7,-76.037,-0.023878,-0.57485,2014.8,-0.057794,32.967,28.6,2000.2,1178.5,0.12491,-0.029515,31.281,21.094,0.0094421,-0.10062,33.281,28.262,0.010836,-0.099071,33.257,28.188,21,7,3.0334,0.38316,2.6502,19,11,14,1,1,1,0.4021,0,1,n,y,y,m,m,m,m,y,m,n,m
qui_glo_3.3Leg_d235_m20,quitting smoking,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,s7,0.18315,0.058121,69.609,2006.5,23.994,3374.4,0.039042,1825.8,-1.3787e+05,0.97418,0.97266,191.6,115.55,0.88603,0.88164,402.52,322.01,0.85892,0.85349,447.84,394.38,55,55,1.052,0.0011854,1.0509,55,3,53,0,0,1,0.97888,0,0,y,y,y,y,y,y,y,y,y,y,y
qui_glo_3.5Mar_d126_m8,quitting smoking,Global,3.5,Market Formation,NewStartups,# companies,s7,50.211,0.0059768,0.053096,2009,0.08752,1.9333,1554.1,1.5755e+05,-105.59,0.54252,0.50904,0.80185,0.42371,-0.3598,-0.42456,1.3824,0.71111,0.33833,0.30683,0.96433,0.71882,45,15,2.069,0.51724,1.5517,21,9,14,1,1,1,0.76744,0,1,m,y,y,m,m,m,y,y,y,m,m
qui_glo_3.5Mar_d171_m11,quitting smoking,Global,3.5,Market Formation,PrivateEquityDeals,# deals,s7,0.53821,0.008624,0.080501,2014.4,8.165,3.6162,1553.5,1.5762e+05,-160.36,0.84969,0.83869,0.55795,0.24726,-0.30901,-0.37135,1.6465,0.8,0.52775,0.50526,0.98898,0.81347,45,13,1.3827,0.27653,1.1061,13,1,12,0,0,1,0.88525,0,1,y,y,y,y,m,m,y,y,y,m,m
qui_glo_3.5Mar_d175_m27,quitting smoking,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,s7,1.8511,0.1292,2.6809,2017.9,2.374,168.14,0.43621,1978.3,-5342.6,0.44547,0.40489,62.883,18.531,0.26719,0.23229,72.288,30.8,0.17,0.13048,76.932,42.073,45,12,3.0324,0.0021444,3.0303,13,3,11,1,0,1,0.61769,0,0,m,y,y,m,m,m,m,y,m,m,m
qui_glo_3.5Mar_d200_m27,quitting smoking,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,s7,1.7375,0.13146,2.875,2018,2.5291,182.01,4.485,1996.2,-5729.5,0.44483,0.40421,67.391,19.469,0.2716,0.23692,77.192,31.796,0.17043,0.13093,82.378,43.903,45,12,3.0574,0.0019809,3.0554,13,3,11,1,0,1,0.59461,0,0,m,y,y,y,m,m,m,y,m,m,m
qui_glo_3.5Mar_d204_m11,quitting smoking,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,s7,0.50889,0.013793,0.13505,2014.8,8.6354,6.2607,1552.4,1.5773e+05,-269.03,0.84396,0.83255,0.96039,0.42933,-0.30075,-0.36269,2.7729,1.3333,0.52038,0.49755,1.6838,1.394,45,13,1.2778,0.15973,1.1181,13,2,8,1,1,1,0.89017,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_glo_3.5Mar_d74_m128,quitting smoking,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,s7,0.38531,0.11416,0.7137,2014.4,11.405,32.447,7.4514,2009.4,-1421.4,0.99725,0.99705,0.58432,0.36166,0.93,0.92666,2.9501,2.2935,0.69102,0.67631,6.198,5.4956,45,22,0.98621,0.061638,0.92457,22,1,21,0,0,0,0.93113,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_ind_1.1Ado_d186_m59,quitting smoking,India,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.035318,-0.035318,-1.3512,1682.5,-124.42,4.0351e+06,59.595,1997.4,2755.4,0.99881,0.99763,0.33272,0.26249,0.99881,0.99822,0.33272,0.26249,0.98862,0.98293,1.0305,0.96792,7,7,1.3507e-05,6.7409e-06,6.7657e-06,21,6,0,0,0,0,0.80208,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_ind_2.2Rel_d9_m28,quitting smoking,India,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,-2.2335,-0.0418,-0.58214,2021.8,-1.9675,13.503,18.409,2006.6,1186.2,0.971,0.9275,0.54575,0.34505,0.33267,-0.11222,2.618,2.2955,0.38494,-0.025096,2.5134,2.2089,6,6,1.062,0.36882,0.6932,11,4,0,1,0,1,0.86431,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_ind_2.9Int_d67_m6,quitting smoking,India,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,-0.086631,-0.011831,-0.13269,2017.7,-50.726,12.884,12.232,1985.1,275.66,0.93178,0.92473,0.35579,0.30875,0.8305,0.8192,0.56083,0.48267,0.86024,0.85092,0.50926,0.42513,33,33,0.95469,0.63646,0.31823,33,26,0,1,0,0,0.97415,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_ind_4.1Kso_d213_m100,quitting smoking,India,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s7,-0.61114,-0.083725,-4.106,2014.3,-7.1906,69.855,66.525,2006,8306.5,0.72917,0.68138,16.854,10.015,0.47093,0.41214,23.557,17.918,0.58938,0.54375,20.753,13.924,21,20,1.4315,0.016392,1.4152,21,16,2,1,0,1,0.94481,0,1,y,y,y,m,m,m,y,y,y,m,m
qui_uki_1.1Ado_d186_m59,quitting smoking,UK,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.045892,-0.045612,-1.1067,1897.6,-95.757,4208.9,31.633,2004,2249.8,0.99901,0.99802,0.24917,0.18311,0.99901,0.99852,0.24923,0.18137,0.98514,0.97772,0.96606,0.90122,7,7,0.0090048,0.0036589,0.0053458,21,6,0,0,0,0,0.77733,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_uki_2.2Rel_d9_m28,quitting smoking,UK,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,0.15242,0.0039162,0.033857,2000.9,28.832,2.9103,1555.6,1.5746e+05,-65.635,0.60473,0.011819,0.094915,0.074677,-309.28,-516.13,2.6593,2.655,0.58677,0.31129,0.097047,0.086286,6,6,0.99644,0.83839,0.15806,11,1,5,1,0,0,0.83761,0,1,m,y,y,y,y,y,y,m,y,m,y
qui_uki_2.9Int_d67_m6,quitting smoking,UK,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,-0.044206,-0.010397,-0.16644,2022.3,-99.408,20.967,24.404,1953.7,348.02,0.91167,0.90253,0.49681,0.44648,0.88738,0.87987,0.56097,0.48648,0.89892,0.89218,0.53145,0.46837,33,33,0.85373,0.64865,0.20509,33,27,6,1,1,0,0.97105,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_uki_3.5Mar_d126_m8,quitting smoking,UK,3.5,Market Formation,NewStartups,# companies,s7,642.58,0.0018499,0.0090909,2011.2,0.0068388,0.38462,1554.9,1.5747e+05,-18.067,0.15598,0.094226,0.36748,0.17607,-0.11111,-0.16402,0.42164,0.13333,0.087121,0.043651,0.38218,0.2268,45,5,5.2,2.6,2.6,20,7,19,1,0,1,0.25,0,1,n,m,y,m,m,m,m,y,m,n,m
qui_uki_3.5Mar_d171_m11,quitting smoking,UK,3.5,Market Formation,PrivateEquityDeals,# deals,s7,0.34666,0.001264,0.0027668,2048,12.676,1449.2,1555,1.5746e+05,-5.5169,0.23296,0.17684,0.1291,0.037934,-0.022727,-0.071429,0.14907,0.022222,0.059423,0.014634,0.14296,0.053732,45,1,0.00069004,0.00069004,0,1,0,0,0,0,,,1,1,n,n,m,m,m,m,m,m,m,n,n
qui_uki_3.5Mar_d200_m27,quitting smoking,UK,3.5,Market Formation,TotalFundraisingAmount,$ million,s7,0.078555,0.078509,0.015438,2108.4,55.941,509.93,0.00968,1970,-30.743,0.049378,-0.020179,0.89748,0.31341,0.049367,0.004099,0.89748,0.3134,0.047444,0.0020838,0.89839,0.33827,45,2,0.012055,0.0024484,0.0096061,6,5,0,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n
qui_uki_3.5Mar_d204_m11,quitting smoking,UK,3.5,Market Formation,TotalFundraisingDeals,# deals,s7,0.3494,0.15985,0.018972,2018.3,12.577,1.2588,2.7046,2028.6,-37.805,0.46035,0.42086,0.35616,0.16414,0.44508,0.41865,0.36117,0.18543,0.25828,0.22296,0.41755,0.2906,45,6,1.5889,0.79443,0.79443,11,5,10,1,0,1,0.25,0,1,m,y,y,m,m,m,m,y,m,m,m
qui_uki_3.5Mar_d74_m128,quitting smoking,UK,3.5,Market Formation,CumulativeStartups,cum. # companies,s7,0.33888,0.014206,0.13979,2013.5,12.967,6.0814,1552.3,1.5773e+05,-278.32,0.96642,0.96397,0.38938,0.23719,-0.52067,-0.59308,2.6204,1.5333,0.7299,0.71704,1.1044,0.99919,45,22,0.98662,0.16444,0.82219,22,2,21,0,0,0,0.9288,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_uki_4.1Kso_d213_m100,quitting smoking,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s7,-0.10361,-0.1036,-3.7789,1922.6,-42.412,3.9173e+05,65.465,2006.6,7647,0.7254,0.67695,13.995,10.339,0.72541,0.6949,13.995,10.338,0.7341,0.70456,13.772,9.5497,21,20,0.00025528,4.2442e-06,0.00025103,21,20,0,0,0,1,0.84272,0,1,y,y,y,m,m,m,y,m,y,m,m
qui_usa_1.1Ado_d186_m59,quitting smoking,US,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.022543,-0.019559,-0.54297,1926.2,-194.94,211.89,45.353,1985,1119.5,0.99799,0.99599,0.17323,0.13603,0.99793,0.9969,0.17586,0.13511,0.99611,0.99417,0.24107,0.22105,7,7,0.15952,0.10855,0.05097,21,6,0,0,0,0,0.83426,0,1,y,y,y,y,y,y,y,m,y,m,y
qui_usa_2.2Rel_d9_m28,quitting smoking,US,2.2,Relative Advantage (Profitability),% of GDP required to purchase 2000 cigarettes of the most sold brand,%,s7,-0.0035899,0.00052132,-0.004,314.42,-1224.1,509.5,1556,1.5741e+05,9.1947,0.21186,-0.97035,0.026468,0.022838,-1428.1,-2380.8,1.1271,1.1267,0.21,-0.31667,0.026499,0.022889,6,6,0.0022964,0.0021394,0.00015702,11,5,2,0,1,0,0.8301,0,1,n,y,y,y,y,y,y,m,m,n,m
qui_usa_2.9Int_d67_m6,quitting smoking,US,2.9,Interdependence with Hardware,Cigarette consumption per smoker per day,# cigarettes,s7,-0.066187,-0.012183,-0.34255,2018.6,-66.394,34.447,44.62,1955.8,711.24,0.95165,0.94665,0.74663,0.5894,0.9032,0.89675,1.0564,0.82231,0.92271,0.91756,0.94398,0.75285,33,33,0.92605,0.64156,0.28449,33,32,4,0,1,0,0.96984,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_usa_3.5Mar_d126_m8,quitting smoking,US,3.5,Market Formation,NewStartups,# companies,s7,24.509,0.054555,0.028854,2008.9,0.1793,1.0667,0.095731,1979.3,-57.387,0.38081,0.33551,0.64865,0.2963,0.16966,0.13012,0.75115,0.49568,0.20665,0.16887,0.73422,0.48143,45,10,3.75,0.9375,2.8125,14,5,13,1,0,1,0.54054,0,1,m,y,y,m,m,m,m,y,m,m,m
qui_usa_3.5Mar_d171_m11,quitting smoking,US,3.5,Market Formation,PrivateEquityDeals,# deals,s7,0.62861,0.006888,0.062187,2014.1,6.9907,2.7291,1553.8,1.5758e+05,-123.88,0.87694,0.86793,0.38634,0.18395,-0.31922,-0.38204,1.2649,0.62222,0.53781,0.5158,0.74871,0.63497,45,13,1.0993,0.36642,0.73284,13,7,12,1,0,1,0.91667,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_usa_3.5Mar_d175_m27,quitting smoking,US,3.5,Market Formation,PrivateEquityInvestment,$ million,s7,1.8501,0.12927,2.6754,2017.9,2.3753,167.82,0.47105,1978.9,-5331.6,0.44495,0.40434,62.838,18.47,0.26686,0.23195,72.219,30.75,0.1697,0.13016,76.856,42.005,45,12,3.0373,0.00047671,3.0368,13,3,11,1,0,1,0.61615,0,0,m,y,y,m,m,m,m,y,m,m,m
qui_usa_3.5Mar_d200_m27,quitting smoking,US,3.5,Market Formation,TotalFundraisingAmount,$ million,s7,1.8013,0.12987,2.7975,2018,2.4396,177.27,1.3249,1986.7,-5575,0.42587,0.38386,68.492,19.866,0.25514,0.21967,78.014,32.137,0.16155,0.12163,82.77,43.889,45,12,3.1383,0.00045129,3.1378,13,3,11,1,0,1,0.58272,0,0,m,y,y,m,m,m,m,y,m,m,m
qui_usa_3.5Mar_d204_m11,quitting smoking,US,3.5,Market Formation,TotalFundraisingDeals,# deals,s7,0.58138,0.0095883,0.090646,2015,7.5586,4.2599,1553.2,1.5764e+05,-180.58,0.84368,0.83224,0.6575,0.28869,-0.28571,-0.34694,1.8856,0.88889,0.50114,0.47739,1.1745,0.9605,45,13,1.1737,0.23475,0.93898,13,5,12,1,0,1,0.9,0,1,y,y,y,y,m,m,y,y,y,m,m
qui_usa_3.5Mar_d74_m128,quitting smoking,US,3.5,Market Formation,CumulativeStartups,cum. # companies,s7,0.39981,0.036927,0.37945,2014.5,10.991,17.387,1547.5,1.5821e+05,-755.83,0.99203,0.99144,0.54109,0.30103,-0.39782,-0.46438,7.1647,3.8222,0.66127,0.64514,3.5269,3.0399,45,16,0.97777,0.057516,0.92025,16,2,15,1,0,1,0.92944,0,1,y,y,y,y,y,y,y,y,y,y,y
qui_usa_4.1Kso_d213_m100,quitting smoking,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s7,-0.21029,-0.089115,-4.9961,2012.9,-20.897,114.41,87.611,2006.8,10114,0.94577,0.93621,7.2223,6.3884,0.8972,0.88578,9.9441,8.1762,0.95146,0.94607,6.833,5.959,21,20,0.87408,0.097247,0.77683,20,17,1,1,0,0,0.92962,0,1,y,y,y,y,y,y,y,y,y,y,y
sol_cal_1.1Ado_d39_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,43.414,0.051252,0.54076,2018.1,0.10122,8.688,1540.1,1.59e+05,-1087.2,0.18106,-0.091918,8.082,4.1455,-0.11023,-0.33227,9.4102,2.9651,0.051328,-0.13841,8.6987,4.6003,13,13,3.9019,0.02256,3.8794,13,3,12,1,0,1,0.021276,0,1,n,y,y,m,m,m,m,y,m,n,m
sol_cal_1.1Ado_d40_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,-0.40372,-0.038162,-0.016033,2021.6,-10.885,0.43755,1.769,1974.4,32.687,0.40604,0.20805,0.088244,0.061624,0.23882,0.08658,0.099897,0.07548,0.2745,0.1294,0.097527,0.071828,13,13,1.3713,0.4708,0.90046,13,10,12,1,0,0,0.94689,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_cal_1.1Ado_d41_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,-0.36306,-0.058774,-0.021126,2020,-12.104,0.42086,0.45029,2009.4,42.903,0.50712,0.34283,0.085821,0.058091,0.36605,0.23926,0.097331,0.071407,0.41815,0.30178,0.093246,0.064286,13,13,1.4067,0.3683,1.0384,13,10,0,1,0,0,0.93798,1,1,m,y,y,y,y,y,y,y,y,m,y
sol_cal_1.1Ado_d42_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,-0.69406,0.00052108,-0.0046374,2022.7,-6.3315,0.4372,1555.7,1.5745e+05,9.7563,0.20363,-0.061825,0.095294,0.068985,-14.554,-17.665,0.42115,0.40738,0.026403,-0.16832,0.10536,0.081138,13,13,1.3221,0.44374,0.87832,13,10,12,1,0,0,0.94664,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_cal_1.1Ado_d43_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,1.658,0.0016162,0.0070934,2010.6,2.6505,0.46935,1555.3,1.5748e+05,-13.871,0.62134,0.49512,0.070558,0.057636,-13.988,-16.986,0.44391,0.42885,0.053579,-0.13571,0.11155,0.090978,13,13,1.2677,0.35155,0.91617,13,7,12,1,0,0,0.94779,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_cal_1.1Ado_d44_m28,solar leasing,California,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,-0.34938,-0.063172,-0.02194,2019.6,-12.578,0.42137,0.85962,1999.1,44.532,0.47721,0.30294,0.093343,0.063751,0.35502,0.22603,0.10368,0.074551,0.40434,0.28521,0.099636,0.067985,13,13,1.4453,0.36073,1.0846,13,10,0,1,0,1,0.931,1,1,m,y,y,y,y,y,y,y,y,m,y
sol_cal_4.1Kso_d213_m100,solar leasing,California,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m11,1.0931,0.079868,5.493,2010.5,4.0201,84.654,0.18898,1943.8,-11007,0.92311,0.90954,10.372,7.9399,0.66029,0.62255,21.802,17.894,0.79071,0.76746,17.112,13.437,21,17,1.1813,0.10316,1.0781,17,1,16,0,0,1,0.93316,0,1,y,y,y,y,y,y,y,y,y,y,y
sol_con_1.1Ado_d39_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,1.565,0.006204,0.056242,2013.5,2.8079,0.69614,1553.8,1.5763e+05,-112.9,0.86846,0.82461,0.10863,0.086906,-2.6264,-3.3516,0.57035,0.48538,0.49366,0.39239,0.21312,0.18208,13,11,1.1592,0.11636,1.0429,11,6,10,1,0,1,0.94009,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_con_1.1Ado_d40_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,1.7293,0.0058417,0.052335,2013.5,2.5411,0.65036,1553.9,1.5762e+05,-105.06,0.85104,0.80138,0.11119,0.085632,-2.464,-3.1568,0.5362,0.45223,0.46199,0.35438,0.21132,0.18293,13,11,1.204,0.06458,1.1394,11,6,10,1,0,1,0.93998,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_con_1.1Ado_d41_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,1.8188,0.0041522,0.034225,2013,2.4162,0.52564,1554.4,1.5757e+05,-68.617,0.69734,0.59645,0.13779,0.10098,-2.3188,-2.9825,0.45627,0.38138,0.26143,0.11372,0.21524,0.1857,13,11,1.3488,0.12366,1.2252,11,6,10,1,0,1,0.94394,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_con_1.1Ado_d42_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,1.429,0.0072056,0.066984,2013.5,3.0752,0.7789,1553.5,1.5766e+05,-134.5,0.92948,0.90597,0.085139,0.069392,-2.8411,-3.6093,0.62833,0.54038,0.61114,0.53337,0.19992,0.16751,13,11,1.1067,0.14764,0.95905,11,6,10,1,0,1,0.92902,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_con_1.1Ado_d43_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,1.8098,0.0019605,0.01083,2010.7,2.4282,0.51536,1555.2,1.5749e+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352,13,13,1.2787,0.23867,1.0401,13,7,12,1,0,1,0.95643,1,1,m,y,y,y,y,y,y,y,m,m,m
