Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae
ego_hun_4.5Inf_d5_m29,E-government,Hungary,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.32041,0.053494,4.0429,2007.3,13.715,91.337,0.46222,1919.8,-8068.1,0.99087,0.98892,2.1143,1.5983,0.81275,0.78778,9.5761,8.0435,0.89834,0.88478,7.056,6.0987
ego_lat_1.1Ado_d34_m29,E-government,Latvia,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.30709,0.052201,3.1526,2010.4,14.31,72.464,0.56734,1928.6,-6299.7,0.85287,0.81608,6.4114,5.2093,0.68404,0.63544,9.3952,7.8275,0.756,0.71846,8.2563,6.9012
ego_lat_1.1Ado_d35_m29,E-government,Latvia,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.28414,0.063125,3.3412,2010.2,15.466,69.021,15.1,1996.1,-6681.1,0.83239,0.78211,6.1719,5.1014,0.74967,0.70416,7.5427,6.345,0.79819,0.7615,6.7724,5.6918
ego_lat_1.1Ado_d36_m29,E-government,Latvia,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.19328,0.1534,4.4647,2024.1,22.736,195.18,0.12644,1979.8,-8962.9,0.95947,0.94731,3.8451,3.127,0.95674,0.94888,3.9723,3.0845,0.88795,0.86758,6.3934,5.8318
ego_lat_2.2Rel_d111_m29,E-government,Latvia,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.11922,0.090678,0.52456,2026.5,36.859,48.51,9.2078,2014.5,-1045.9,0.94424,0.93588,1.3916,1.1939,0.94119,0.93559,1.4292,1.2879,0.83037,0.81421,2.4272,2.127
ego_lat_2.4Eas_d3_m29,E-government,Latvia,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.13376,-0.13376,-1.4344,1916.1,-32.852,4.5874e+06,15.968,2010.1,2901.1,0.96282,0.95539,1.6406,1.1491,0.96282,0.95818,1.6406,1.1491,0.8525,0.83406,3.268,2.5138
ego_lat_2.5Var_d148_m97,E-government,Latvia,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,0.035645,0.027947,0.015559,2049.4,123.28,2.6396,0.17728,1971.6,-30.748,0.69074,0.5582,0.065557,0.055364,0.69045,0.61307,0.065587,0.055063,0.6873,0.60912,0.065921,0.056317
ego_lat_2.5Var_d85_m97,E-government,Latvia,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,0.21306,0.0040173,0.032513,2011.8,20.625,0.78073,1554.5,1.5755e+05,-65.017,0.81865,0.74093,0.097327,0.068658,-3.0494,-4.0618,0.45991,0.3991,0.79847,0.74809,0.1026,0.071347
ego_lat_2.9Int_d4_m29,E-government,Latvia,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.38698,0.077119,4.5145,2005.8,11.356,76.972,23.125,1999.3,-9017.9,0.99486,0.99367,1.6398,1.3195,0.83347,0.80968,9.3326,8.2691,0.93525,0.926,5.8192,5.0981
ego_lat_4.5Inf_d5_m29,E-government,Latvia,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.39332,0.070106,4.6427,2008.5,11.173,83.355,0.28427,1937.3,-9284.9,0.98139,0.9774,3.4296,2.827,0.8143,0.78953,10.834,8.9326,0.91785,0.9069,7.2058,6.3463
ego_por_1.1Ado_d34_m29,E-government,Portugal,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.20708,0.052511,2.2008,2010.2,21.221,57.044,1.0074,1945.6,-4395,0.83473,0.79342,4.5155,3.8397,0.80693,0.77723,4.8807,4.6019,0.83418,0.80867,4.5231,4.2818
ego_por_1.1Ado_d35_m29,E-government,Portugal,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.62867,0.042775,1.6138,2008.9,6.9901,39.532,1.7972,1946.1,-3217.1,0.91725,0.89242,2.3522,2.0647,0.56997,0.49178,5.3621,5.0103,0.63299,0.56626,4.9536,4.7276
ego_por_1.1Ado_d36_m29,E-government,Portugal,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.4573,0.045194,1.2965,2008.5,9.6095,31.711,2.1515,1958.9,-2584.9,0.90965,0.88254,1.7684,1.5005,0.7417,0.69474,2.99,2.5544,0.78924,0.75092,2.7009,2.2725
ego_por_2.2Rel_d111_m29,E-government,Portugal,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.042102,0.042098,0.16724,2281.8,104.38,4.5694e+05,1.178,1976.1,-330.93,0.57599,0.52888,1.4162,1.0386,0.57599,0.54571,1.4162,1.0386,0.47306,0.43542,1.5787,1.2243
ego_por_2.4Eas_d3_m29,E-government,Portugal,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.1036,-0.1036,-0.85754,1890.3,-42.418,2.7457e+06,11.023,2010.3,1736.1,0.92415,0.90897,1.4563,1.2379,0.92415,0.91466,1.4563,1.2379,0.78909,0.76273,2.4283,2.1627
ego_por_2.5Var_d148_m97,E-government,Portugal,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,0.065564,0.0031659,0.023674,2017.9,67.025,1.5464,1554.8,1.5751e+05,-47.001,0.72685,0.60978,0.091605,0.072506,-12.975,-16.468,0.65522,0.63134,0.71979,0.64974,0.09278,0.072654
ego_por_2.5Var_d85_m97,E-government,Portugal,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,0.16257,0.0040118,0.032531,2012.2,27.031,0.9817,1554.5,1.5754e+05,-64.962,0.74936,0.64194,0.12093,0.10012,-4.1027,-5.3784,0.54565,0.48927,0.71558,0.64448,0.12882,0.11287
ego_por_2.9Int_d4_m29,E-government,Portugal,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.20112,0.065322,3.1109,2004.3,21.85,78.167,0.59234,1941.3,-6196.6,0.99349,0.99246,1.681,1.2073,0.91422,0.90564,6.1024,5.6203,0.98088,0.97897,2.8808,2.4172
ego_por_4.5Inf_d5_m29,E-government,Portugal,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.30674,0.071695,4.2606,2008.8,14.326,81.948,0.32254,1941.7,-8519.2,0.98886,0.98663,2.517,2.0021,0.86366,0.84661,8.8039,7.7528,0.95797,0.95272,4.888,4.4361
ego_swe_1.1Ado_d34_m29,E-government,Sweden,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.29597,0.018422,1.4876,2005.1,14.848,84.991,3.3692,1845.2,-2920.4,0.8481,0.81012,3.1901,2.3702,0.67697,0.62728,4.652,4.1122,0.70194,0.65609,4.4686,3.9451
ego_swe_1.1Ado_d35_m29,E-government,Sweden,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.38644,0.025204,1.866,2006.3,11.372,78.937,2.2091,1876.5,-3687,0.8638,0.82294,3.1995,2.3792,0.73153,0.68272,4.492,3.5716,0.75281,0.70786,4.3103,3.58
ego_swe_1.1Ado_d36_m29,E-government,Sweden,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.089628,0.072987,3.8789,2032.3,49.03,307.93,0.18441,1937.3,-7760.2,0.9016,0.87208,5.2056,3.8496,0.90079,0.88275,5.2269,3.9417,0.88784,0.86745,5.5577,4.0728
ego_swe_2.2Rel_d111_m29,E-government,Sweden,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.15179,0.046544,0.71753,2004.5,28.951,24.73,6.2248,1991.4,-1426.1,0.96599,0.96247,1.294,1.0384,0.87074,0.86212,2.5227,2.0214,0.94809,0.94463,1.5986,1.2285
ego_swe_2.4Eas_d3_m29,E-government,Sweden,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.0034828,0.00051839,-0.003985,255.73,-1261.7,682.71,1556.1,1.5739e+05,9.5187,0.0032692,-0.18362,0.45803,0.41582,-10.619,-11.986,1.5638,1.495,0.0025086,-0.11484,0.4582,0.416
ego_swe_2.5Var_d148_m97,E-government,Sweden,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,3.479,0.0019284,0.010696,2003.1,1.2631,0.81428,1555.3,1.5747e+05,-20.755,0.57001,0.38573,0.12476,0.096146,-16.166,-20.458,0.78831,0.76501,0.12468,-0.094152,0.17801,0.15288
ego_swe_2.5Var_d85_m97,E-government,Sweden,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,1.5173,0.002273,0.014231,2003.1,2.8963,0.6724,1555.1,1.5748e+05,-28.009,0.40304,0.1472,0.13274,0.10162,-13.146,-16.682,0.64616,0.6229,0.27071,0.088387,0.14671,0.12085
ego_swe_2.9Int_d4_m29,E-government,Sweden,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.28729,0.029801,2.4658,1997.3,15.296,90.72,1.7966,1880.8,-4870.3,0.98103,0.97768,2.2848,1.9241,0.74577,0.71752,8.3634,6.9902,0.81031,0.78923,7.2242,5.9427
ego_swe_4.5Inf_d5_m29,E-government,Sweden,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.52334,0.029245,2.5146,2005.4,8.3969,90.233,1.5318,1878,-4981.8,0.97137,0.96421,2.5611,1.8752,0.65543,0.60242,8.8847,6.6328,0.70383,0.65827,8.2371,6.4283
ego_uki_1.1Ado_d34_m29,E-government,United Kingdom,1.1,Adoption over time,% people who interacted online with public authorities (in the past year),%,s2,0.032088,0.032084,1.5379,2293.2,136.95,3.8084e+05,1.674,1908.8,-3047.9,0.67178,0.56237,4.0789,3.5589,0.67178,0.60613,4.0789,3.5589,0.65319,0.58383,4.1928,3.5775
ego_uki_1.1Ado_d35_m29,E-government,United Kingdom,1.1,Adoption over time,% people who obtained information from public authorities' web sites (in the past year),%,s2,0.026366,0.026361,0.96786,2337.3,166.67,1.9084e+05,3.1062,1919.1,-1911.2,0.44058,0.25411,4.1574,3.4796,0.44059,0.3287,4.1574,3.4796,0.42447,0.30937,4.2168,3.5709
ego_uki_1.1Ado_d36_m29,E-government,United Kingdom,1.1,Adoption over time,% people who submitted completed public authorities' forms online (in the past year),%,s2,0.12403,0.074867,2.3235,2018.4,35.43,83.23,0.84606,1966.4,-4648.6,0.82361,0.76482,4.0372,3.1973,0.81775,0.7813,4.1037,3.1477,0.81797,0.78156,4.1012,3.2469
ego_uki_2.2Rel_d111_m29,E-government,United Kingdom,2.2,Relative Advantge (profitability),"ICT service exports (% of service exports, BoP)",%,s2,0.06321,0.026443,0.17078,2003.5,69.521,11.515,10.144,2026,-336.43,0.94049,0.93434,0.40947,0.31405,0.92172,0.9165,0.46963,0.39046,0.93857,0.93448,0.41603,0.32075
ego_uki_2.4Eas_d3_m29,E-government,United Kingdom,2.4,Ease of Use / Acccessibility,% households who can not afford a computer,%,s2,-0.051417,-0.018556,-0.20396,1866.1,-85.467,6793,-1537.3,-1.5336e+05,414.19,0.32044,0.11657,1.1874,1.082,-7.4383,-8.9725,4.1843,3.9286,0.32578,0.2032,1.1828,1.086
ego_uki_2.5Var_d148_m97,E-government,United Kingdom,2.5,Variety: Choice Availability,Online Service Index (# services available online /180 total),Index 0-1,s2,30.968,0.01689,0.015458,2003.1,0.1419,0.8992,0.12388,1899.8,-30.274,0.8212,0.74458,0.10539,0.088322,0.13764,-0.077944,0.23145,0.1671,0.15177,-0.060293,0.22955,0.16489
ego_uki_2.5Var_d85_m97,E-government,United Kingdom,2.5,Variety: Choice Availability,"E-Participation Index (three components of citizen involvement: e-information, e-consultation and e-decision-making; indexed 0-1)",Index 0-1,s2,26.443,0.016288,0.01456,2003.1,0.16618,0.85558,0.11714,1895.9,-28.515,0.60691,0.43844,0.19397,0.15493,0.076463,-0.15442,0.29731,0.24482,0.087382,-0.14077,0.29555,0.24255
ego_uki_2.9Int_d4_m29,E-government,United Kingdom,2.9,Inter-dependence with hardware,% households with a computer,%,s2,0.18895,0.046251,3.1402,2000.2,23.258,95.302,0.71916,1909.5,-6233.4,0.98443,0.9821,2.9819,2.0718,0.86665,0.85395,8.728,7.877,0.94217,0.93666,5.7479,4.9502
ego_uki_4.5Inf_d5_m29,E-government,United Kingdom,4.5,Physical Infrastructure dependence,% households with broadband internet connection (fixed or mobile),%,s2,0.49183,0.066708,5.1837,2006.5,8.9349,92.49,0.24886,1927.5,-10356,0.99049,0.98812,2.7262,2.363,0.76883,0.73326,13.443,11.371,0.8742,0.85484,9.9171,8.7243
ene_net_1.1Ado_d193_m7,Energy community,Netherlands,1.1,Adoption over time,Total energy communities,# communities,s6,0.43106,0.15918,13.009,2016.8,10.195,622.28,0.00040499,1932.9,-25961,0.99702,0.99676,9.9699,8.9774,0.95233,0.9496,39.907,27.979,0.60923,0.5869,114.25,97.142
ene_net_1.1Ado_d93_m13,Energy community,Netherlands,1.1,Adoption over time,Energy community members,# members,s6,0.27763,0.12664,11742,2019.4,15.828,1.7933e+05,2.4199e-06,1827.5,-2.3622e+07,0.99324,0.98818,2220.7,1726.3,0.97498,0.96497,4273.6,3741.4,0.99174,0.98844,2455,1866.4
ene_net_1.1Ado_d93_m65,Energy community,Netherlands,1.1,Adoption over time,Energy community members,% of households,s6,0.28641,0.11767,0.0013669,2018.7,15.343,0.02055,6.5906,2073.9,-2.7491,0.99151,0.98514,0.00029025,0.00022928,0.96817,0.95544,0.0005619,0.00049324,0.98879,0.98431,0.00033348,0.00024501
ene_net_1.1Ado_d94_m19,Energy community,Netherlands,1.1,Adoption over time,Energy community projects,# projects,s6,0.49977,0.23193,22.417,2019.4,8.7929,1525.4,5.8228e-05,1949.5,-44757,0.99863,0.99851,13.044,9.8336,0.97573,0.97434,54.871,33.714,0.48711,0.45781,252.24,200.85
ene_net_2.1Lea_d209_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,avg size of new project in year,kW,s6,1.5137,0.013863,17.342,1999.8,2.9031,1189.4,8.203,1673.9,-33956,0.096327,0.016591,1388.5,803.22,0.010996,-0.045518,1452.5,839.34,0.016953,-0.039221,1448.2,830.37
ene_net_2.1Lea_d214_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,max size of new project in year,kW,s6,1.5562,0.10981,400.62,2015.9,2.8239,15906,0.0002599,1858.9,-7.9893e+05,0.59111,0.55503,4518.2,2230.7,0.47491,0.4449,5120,2811,0.38657,0.35152,5534,3640.4
ene_net_2.1Lea_d215_m132,Energy community,Netherlands,2.1,Interdependence with Hardware,min size of new project in year,kW,s6,-48.988,0.00054481,0.51406,2010.9,-0.089705,812.36,231.81,461.69,-493.08,0.105,0.026026,1113.4,631.86,1.2987e-05,-0.057129,1176.9,742.34,2.2943e-05,-0.057119,1176.9,742.48
ene_net_2.5Var_d181_m30,Energy community,Netherlands,2.5,Variety (Choice Availability),Share of PV in new projects,% PV in new projects,s6,0.4242,0.0027437,0.018496,2012.2,10.359,0.59047,1554.7,1.575e+05,-36.904,0.65405,0.62353,0.1678,0.084543,-0.36125,-0.43904,0.33285,0.17147,0.50546,0.4772,0.20062,0.15484
ene_net_2.5Var_d188_m91,Energy community,Netherlands,2.5,Variety (Choice Availability),Share of wind in new projects,% wind in new projects,s6,-0.42394,0.0046022,0.0031692,2023.2,-10.366,0.59298,0.31232,1875.8,-5.7873,0.021697,-0.064624,0.42548,0.38428,0.0053589,-0.051478,0.42902,0.40026,0.0065268,-0.050243,0.42876,0.40032
ene_net_2.9Int_d92_m103,Energy community,Netherlands,2.9,Interdependence with Hardware,Energy community installed capacity,MW,s6,0.34126,0.22424,11.727,2021.9,12.877,1196.4,2.6635e-05,1946.5,-23409,0.99405,0.99352,13.683,9.6689,0.98836,0.9877,19.135,10.605,0.52567,0.49857,122.15,95.08
fir_afr_1.1Ado_d208_m16,firm ESG reporting,Africa,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.81416,0.13421,14.679,2009.1,5.3975,164.41,0.021638,1948.3,-29408,0.92688,0.90495,17.643,13.628,0.69932,0.64465,35.777,29.807,0.82252,0.79025,27.487,21.531
fir_asi_1.1Ado_d208_m16,firm ESG reporting,Asia,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.31003,0.22678,88.777,2016,14.174,3119.2,6.2188e-07,1920.4,-1.7782e+05,0.98924,0.98676,49.341,33.306,0.98343,0.98106,61.239,49.608,0.83573,0.81227,192.82,165.17
fir_eur_1.1Ado_d208_m16,firm ESG reporting,Europe,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.39011,0.14434,96.989,2009.4,11.265,1559.2,0.00033469,1909,-1.9408e+05,0.99302,0.99152,43.072,31.086,0.92397,0.91383,142.13,124.28,0.953,0.94673,111.75,95.481
fir_glo_1.1Ado_d10_m62,firm ESG reporting,global,1.1,Adoption over time,% of S&P 500 companies with sustainability reporting (all standards),% of companies,m13,1.4836,0.099929,0.078333,2011.7,2.962,0.82645,6.1069,2036.5,-157.11,0.98518,0.97407,0.025678,0.021026,0.63994,0.49592,0.12657,0.096799,0.72402,0.61363,0.11081,0.090833
fir_glo_1.1Ado_d177_m16,firm ESG reporting,global,1.1,Adoption over time,S&P 500 companies with sustainability reporting (all standards),# of companies,m13,0.037508,0.037475,14.167,2205.3,117.16,4.9062e+05,0.66472,1844.9,-28155,0.42832,-0.00043287,37.793,22.688,0.42833,0.19966,37.793,22.688,0.42172,0.19041,38.01,22.708
fir_glo_1.1Ado_d190_m62,firm ESG reporting,global,1.1,Adoption over time,"Sustainability reporting by world's 250 largest companies by revenue (all standards, GRI, SASB, etc.)",% of companies,m13,0.26388,0.0034447,0.026831,2001.9,16.653,0.9715,1554.8,1.5751e+05,-53.17,0.97945,0.96918,0.031167,0.026025,-13.268,-17.345,0.8213,0.792,0.80341,0.74724,0.096406,0.083465
fir_glo_1.1Ado_d208_m16,firm ESG reporting,global,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.41225,0.17582,281.79,2010.9,10.66,4910.3,6.8681e-06,1899.9,-5.6411e+05,0.99478,0.99366,110.77,64.357,0.94854,0.94168,347.69,306.86,0.90984,0.89782,460.21,397.87
fir_glo_4.2Kme_d103_m96,firm ESG reporting,global,4.2,Knowledge flows,"Frequency of the word ""GRI"" in a corpus (books, internet)",Frequency index to max=1,m13,-0.3441,-0.002909,-0.041241,2004.3,-12.771,1.1094,-1543.8,-1.527e+05,83.241,0.97137,0.96746,0.058392,0.048674,-1.129,-1.3141,0.5035,0.36666,0.80343,0.78634,0.15299,0.13686
fir_lam_1.1Ado_d208_m16,firm ESG reporting,LatinAmericaCarib,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.5071,0.19578,57.404,2011.1,8.6658,758.76,0.00012778,1936,-1.1505e+05,0.97079,0.96282,44.328,33.603,0.90923,0.8941,78.14,71.529,0.91445,0.90019,75.857,60.382
fir_nor_1.1Ado_d208_m16,firm ESG reporting,North America,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.32091,0.32089,56.752,2053.4,13.694,1.9747e+08,1.8255e-06,1952.7,-1.1369e+05,0.81114,0.76756,155.24,96.139,0.81114,0.78416,155.24,96.139,0.60579,0.54947,224.28,144.51
fir_oce_1.1Ado_d208_m16,firm ESG reporting,Oceania,1.1,Adoption over time,Voluntary adoption of GRI reporting,# of companies,m13,0.98284,0.14987,15.769,2009.6,4.4712,159.32,0.013574,1952.3,-31609,0.94495,0.9266,15.013,11.487,0.73485,0.68182,32.947,28.093,0.85037,0.82044,24.75,19.621
foo_glo_1.1Ado_d106_m135,food waste reduction,Global,1.1,Adoption over time,"Global edible food waste per capita, total",kg/capita,m3,0.059404,0.059402,5.2424,2194,73.976,3.5905e+06,0.16291,1909.3,-10474,0.79884,0.64798,10.484,8.6773,0.79884,0.71838,10.484,8.6768,0.74183,0.63856,11.878,10.233
foo_usa_1.1Ado_d101_m134,food waste reduction,USA,1.1,Adoption over time,Food waste generated in the US,kg per capita,m3,-0.0025989,-0.0025644,-0.39307,381.31,-1690.9,11487,275.51,1808.5,954.21,0.0045503,-0.42207,21.891,16.432,0.0045539,-0.24431,21.891,16.433,0.0043233,-0.2446,21.894,16.421
low_ger_1.1Ado_d164_m141,low-carbon long distance travel,Germany,1.1,Adoption over Time,Passengers carried in railways,million passenger-km,b4,0.050687,0.011034,906.21,1982.6,86.697,1.0493e+05,55.652,1347.7,-1.7382e+06,0.45066,0.37576,7568.6,4304.4,0.43735,0.38842,7659.8,4026,0.44299,0.39455,7621.3,4088.5
low_ger_4.5Inf_d227_m117,low-carbon long distance travel,Germany,4.5,Physical Infrastructure dependence,rail infrastructure,Total route-km,b4,-0.0074789,-0.007478,-262.09,792.13,-587.58,3.1609e+08,65368,1926.5,5.619e+05,0.8408,0.80897,1052.5,846.02,0.84081,0.82091,1052.5,846.06,0.82777,0.80624,1094.7,870.48
mic_ban_1.1Ado_d108_m119,Microfinance,Bangladesh,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.26177,,3.4508e+08,2012.2,16.787,7.3747e+09,,,-6.9056e+11,0.8967,0.87733,6.8711e+08,4.3352e+08,,,,,0.86634,0.85062,7.8156e+08,5.7358e+08
mic_ban_1.1Ado_d133_m108,Microfinance,Bangladesh,1.1,Adoption over time,Number of active borrowers,No.,m10,0.72066,0.029125,6.2647e+05,2002.6,6.0978,2.0684e+07,3.7703,1483.1,-1.2415e+09,0.70161,0.64566,3.5448e+06,2.4469e+06,0.25099,0.16287,5.6161e+06,4.6396e+06,0.30989,0.2287,5.3908e+06,4.2558e+06
mic_ban_2.1Lea_d149_m29,Microfinance,Bangladesh,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.14796,-0.046804,-0.9463,2012.8,-29.7,31.278,33.675,1996.5,1920.5,0.18682,0.034348,11.664,6.446,0.16832,0.070479,11.796,6.125,0.17795,0.081242,11.728,6.2689
mic_ban_2.7Gra_d53_m29,Microfinance,Bangladesh,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.079616,-0.00065867,-0.013323,2332,-55.196,23.376,28.538,1706.1,50.142,-1.9384e-12,-0.2,7.1304,6.2112,0.00012106,-0.12486,7.1299,6.2079,0.00010474,-0.12488,7.13,6.2084
mic_ban_3.2Adc_d67_m29,Microfinance,Bangladesh,3.2,Adopter Characteristics,Clients below poverty line,%,m10,44.595,0.065657,963.61,2014.2,0.098541,18328,0.013312,1811.5,-1.9325e+06,0.13154,-0.19413,23124,11981,0.0096756,-0.2104,24693,13766,0.017971,-0.20026,24590,13473
mic_ban_3.2Adc_d97_m29,Microfinance,Bangladesh,3.2,Adopter characteristics,Female borrowers,%,m10,0.60372,0.0022069,0.20528,1996.9,7.2789,92.033,30.925,1522.6,-321.94,0.534,0.44662,2.8784,2.1874,0.076736,-0.031883,4.0516,3.1103,0.078808,-0.029567,4.0471,3.1075
mic_ind_1.1Ado_d108_m119,Microfinance,India,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.28139,,1.0772e+09,2053.7,15.617,4.6566e+14,,,-2.1591e+12,0.97872,0.97473,1.0838e+09,7.3852e+08,,,,,0.69892,0.6635,4.0768e+09,3.1407e+09
mic_ind_1.1Ado_d133_m108,Microfinance,India,1.1,Adoption over time,Number of active borrowers,No.,m10,0.76611,0.10385,2.3949e+06,2008.8,5.7361,3.4205e+07,1.1157e-06,1717.7,-4.7942e+09,0.95106,0.94188,3.3116e+06,2.3574e+06,0.71504,0.68151,7.9908e+06,6.9024e+06,0.85107,0.83355,5.7769e+06,4.4211e+06
mic_ind_2.1Lea_d149_m29,Microfinance,India,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.097127,-0.097124,-1.7487,1899.9,-45.244,7.8102e+05,36.738,2002.5,3535.4,0.70764,0.64917,6.543,4.6892,0.70764,0.6711,6.543,4.6892,0.62651,0.57982,7.3954,6.1483
mic_ind_2.7Gra_d53_m29,Microfinance,India,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.03725,-0.037249,-0.55212,1733.1,-117.97,4.5785e+05,28.846,1992.8,1125.3,0.58088,0.49706,2.6787,2.2851,0.58088,0.52849,2.6787,2.2851,0.53415,0.47592,2.8241,2.4435
mic_ind_3.2Adc_d67_m29,Microfinance,India,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.25147,-0.034056,-2.0676,2021.4,-17.475,70.752,103.15,1997.5,4223.3,0.31513,0.0583,10.6,7.3694,0.30745,0.15356,10.66,7.9598,0.31049,0.15726,10.636,7.8444
mic_ind_3.2Adc_d97_m29,Microfinance,India,3.2,Adopter Characteristics,Female borrowers,%,m10,0.047256,0.0064388,0.60352,1970.3,92.991,108.44,12.562,1698,-1119.4,0.8591,0.83268,1.4153,1.1371,0.84905,0.83129,1.4649,1.1502,0.85194,0.83452,1.4508,1.1491
mic_nig_1.1Ado_d108_m119,Microfinance,Nigeria,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.92312,0.16435,1.7289e+08,2012.6,4.7604,2.7726e+09,1.2402e-33,1424.4,-3.4649e+11,0.62978,0.55573,8.9313e+08,4.9461e+08,0.40055,0.32562,1.1365e+09,8.2124e+08,0.41621,0.34324,1.1215e+09,8.913e+08
mic_nig_1.1Ado_d133_m108,Microfinance,Nigeria,1.1,Adoption over time,Number of active borrowers,No.,m10,34.918,0.10728,1.1353e+05,2008,0.12585,1.5619e+06,7.0565e-06,1771.8,-2.2717e+08,0.65409,0.58491,4.9684e+05,3.2115e+05,0.48151,0.4167,6.0829e+05,3.4363e+05,0.5418,0.48453,5.7183e+05,3.2818e+05
mic_nig_2.1Lea_d149_m29,Microfinance,Nigeria,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.070794,-0.070792,-2.8565,1851.4,-62.074,3.062e+06,88.156,1999.1,5786,0.47256,0.36707,17.75,12.407,0.47256,0.40663,17.75,12.407,0.40976,0.33598,18.777,12.753
mic_nig_2.7Gra_d53_m29,Microfinance,Nigeria,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,0.40305,0.050106,2.6136,2005,10.903,58.121,1.1883,1938.8,-5209.7,0.16541,-0.001503,37.599,20.421,0.096723,-0.016187,39.116,22.719,0.12098,0.011104,38.587,21.682
mic_nig_3.2Adc_d67_m29,Microfinance,Nigeria,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.45942,-0.020618,-0.92266,2019.7,-9.5652,46.733,67.74,1990.4,1899.9,0.15412,-0.69176,8.6057,7.1053,0.10624,-0.34065,8.8459,7.7713,0.11033,-0.3345,8.8256,7.7549
mic_nig_3.2Adc_d97_m29,Microfinance,Nigeria,3.2,Adopter Characteristics,Female borrowers,%,m10,-0.018645,-0.018638,-1.2788,1588.3,-235.69,1.7689e+05,79.689,2001.5,2638.9,0.45519,0.34623,7.7194,5.9172,0.45519,0.38709,7.7193,5.9172,0.44858,0.37966,7.766,5.9295
